Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80244,736,113,849,78806,25594,1419,3438,0,3,3,0,0,2,6
Tarapacá,114785,1041,99,1140,113104,30110,934,10389,0,2,1,1,0,1,5
Antofagasta,186392,1652,189,1841,183523,34120,2462,6818,0,0,0,0,0,0,4
Atacama,120833,600,98,698,119601,54000,1958,1742,0,1,0,0,1,0,4
Coquimbo,214339,1646,240,1886,211268,65610,2447,9400,0,1,0,0,1,0,2
Valparaíso,504560,5254,1013,6267,495004,154892,3754,50213,0,3,1,0,2,0,7
Metropolitana,2006120,24832,4548,29380,1964236,422153,31557,161618,0,6,2,0,4,3,19
O’Higgins,227151,2261,433,2694,223045,73918,1684,14808,0,0,0,0,0,0,3
Maule,352409,2826,416,3242,346697,112971,4776,10641,0,0,0,0,0,0,0
Ñuble,162140,1124,160,1284,159603,57966,2076,10181,0,0,0,0,0,0,5
Biobío,519593,4091,567,4658,511464,128227,4871,35888,0,1,0,0,1,0,3
Araucanía,297803,2366,471,2837,292696,59921,4733,11315,0,0,0,0,0,0,1
Los Ríos,150118,1189,211,1400,147523,47563,1911,6033,0,0,0,0,0,0,0
Los Lagos,245560,2209,269,2478,241135,40221,4475,16327,0,1,0,0,1,0,1
Aysén,37345,195,24,219,36915,14903,2686,1794,0,0,0,0,0,0,0
Magallanes,68816,649,57,706,67464,12435,3150,3288,0,1,0,0,1,0,3
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288250,52671,8909,61580,5192125,1334604,74893,353893,0,19,7,1,11,6,63
