Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80309,736,113,849,78832,25646,1425,3438,0,5,5,0,0,4,11
Tarapacá,114851,1041,99,1140,113126,30164,934,10389,0,5,5,0,0,3,14
Antofagasta,186442,1654,189,1843,183491,34140,2465,6818,0,4,3,0,1,1,9
Atacama,120866,600,98,698,119594,54025,1964,1742,0,0,0,0,0,0,1
Coquimbo,214384,1647,240,1887,211206,65633,2450,9400,0,3,3,0,0,3,10
Valparaíso,504656,5259,1013,6272,494795,154960,3762,50216,0,7,6,0,1,4,25
Metropolitana,2006337,24845,4550,29395,1963472,422227,31580,161611,0,13,7,2,4,5,32
O’Higgins,227158,2261,433,2694,222938,73922,1684,14808,0,1,1,0,0,1,1
Maule,352417,2826,416,3242,346533,112975,4776,10638,0,0,0,0,0,0,2
Ñuble,162172,1125,160,1285,159553,57998,2085,10180,0,0,0,0,0,0,0
Biobío,519623,4092,568,4660,511244,128230,4875,35888,0,1,0,0,1,0,2
Araucanía,297813,2369,471,2840,292520,59922,4736,11316,0,1,0,0,1,0,1
Los Ríos,150127,1191,211,1402,147451,47563,1913,6033,0,0,0,0,0,0,0
Los Lagos,245574,2210,269,2479,241023,40224,4483,16327,0,0,0,0,0,0,1
Aysén,37346,195,24,219,36898,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68831,650,57,707,67446,12438,3153,3288,0,0,0,0,0,0,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288948,52701,8912,61613,5190163,1334971,74971,353886,0,40,30,2,8,21,110
