Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79638,753,147,900,78321,25163,1369,3439,0,14,10,1,3,11,43
Tarapacá,113377,1053,119,1172,111807,29062,852,10389,0,15,11,1,3,10,45
Antofagasta,183139,1659,301,1960,180354,32331,2225,6818,0,89,57,4,28,40,192
Atacama,116508,596,121,717,115339,50490,1530,1741,0,66,31,21,14,55,122
Coquimbo,210522,1646,302,1948,207622,62512,2016,9402,0,98,86,3,9,89,215
Valparaíso,490709,5223,1234,6457,481618,144743,3219,50210,0,298,209,16,73,212,692
Metropolitana,1958921,24633,6211,30844,1918235,394153,27393,161607,1,1230,812,63,355,702,2709
O’Higgins,220809,2244,577,2821,216854,69364,1444,14800,0,134,113,9,12,107,310
Maule,345647,2836,509,3345,340343,108769,4535,10642,0,148,106,2,40,95,353
Ñuble,157650,1123,201,1324,155319,54258,1715,10181,0,86,71,1,14,80,195
Biobío,508966,4122,696,4818,501185,121586,4157,35895,0,274,173,13,88,177,641
Araucanía,292767,2335,583,2918,288151,56683,4344,11318,0,108,67,9,32,56,261
Los Ríos,147561,1172,235,1407,145098,45377,1734,6034,0,94,80,1,13,85,223
Los Lagos,242149,2189,380,2569,237999,38439,4290,16328,0,141,73,27,41,68,297
Aysén,36197,194,28,222,35775,14125,2260,1794,0,24,14,6,4,14,42
Magallanes,67488,667,106,773,66263,11609,2756,3289,0,21,15,1,5,15,52
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5172090,52445,11752,64197,5080324,1258664,65839,353887,1,2840,1928,178,734,1816,6392
