Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80248,736,113,849,78810,25595,1419,3438,0,4,1,2,1,1,6
Tarapacá,114787,1041,99,1140,113107,30111,934,10389,0,1,1,0,0,1,4
Antofagasta,186395,1652,189,1841,183527,34121,2463,6818,0,1,0,0,1,0,3
Atacama,120835,600,98,698,119602,54002,1959,1741,0,1,0,1,0,1,5
Coquimbo,214341,1646,240,1886,211269,65610,2447,9400,0,1,0,0,1,0,3
Valparaíso,504572,5254,1013,6267,495011,154899,3754,50212,1,7,4,0,3,4,12
Metropolitana,2006129,24833,4548,29381,1964199,422157,31558,161607,1,5,2,1,2,2,16
O’Higgins,227151,2261,433,2694,223047,73918,1684,14808,0,0,0,0,0,0,1
Maule,352409,2826,416,3242,346696,112971,4776,10638,0,0,0,0,0,0,0
Ñuble,162142,1124,160,1284,159608,57968,2076,10180,0,1,1,0,0,1,1
Biobío,519594,4091,567,4658,511466,128227,4871,35888,0,0,0,0,0,0,2
Araucanía,297806,2366,471,2837,292697,59921,4733,11315,0,2,1,0,1,0,3
Los Ríos,150118,1189,211,1400,147523,47563,1911,6033,0,0,0,0,0,0,0
Los Lagos,245566,2209,269,2478,241138,40221,4478,16327,0,1,0,0,1,0,4
Aysén,37346,195,24,219,36915,14904,2686,1794,0,0,0,0,0,0,1
Magallanes,68816,649,57,706,67466,12435,3150,3288,0,0,0,0,0,0,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288297,52672,8909,61581,5192122,1334623,74899,353876,2,24,10,4,10,10,62
