Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56573,673,140,813,55438,12333,540,3440,0,70,27,33,10,25,238
Tarapacá,80955,973,118,1091,79502,10211,336,10396,1,48,16,20,12,21,290
Antofagasta,127418,1486,287,1773,124503,11723,749,6823,0,209,85,81,43,73,1027
Atacama,69041,479,113,592,67632,17953,308,1745,0,175,83,46,46,121,811
Coquimbo,132924,1392,291,1683,129732,23012,476,9385,0,310,164,99,47,145,1442
Valparaíso,331182,4446,1212,5658,320721,69044,1097,50220,4,986,512,122,352,355,4907
Metropolitana,1470710,22355,6084,28439,1422775,221822,11170,161578,8,3771,2118,433,1220,1047,19931
O’Higgins,157072,1966,563,2529,153066,35304,548,14807,1,318,201,69,48,152,1493
Maule,249060,2438,499,2937,244081,65853,1034,10641,1,461,348,65,48,186,1814
Ñuble,104531,928,191,1119,102535,26403,438,10179,0,167,96,13,58,74,738
Biobío,364877,3625,676,4301,357619,60652,1336,35901,1,628,275,171,182,188,2512
Araucanía,220122,2016,570,2586,216801,35718,1092,11312,0,149,73,15,61,29,528
Los Ríos,107912,1000,228,1228,106070,21992,569,6035,0,104,43,9,52,30,457
Los Lagos,197339,1959,372,2331,194283,24835,2790,16325,0,96,45,23,28,30,396
Aysén,25472,158,27,185,25161,7762,721,1796,0,16,8,4,4,7,73
Magallanes,53388,603,103,706,52274,5892,1261,3293,0,67,32,11,24,29,302
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3748619,46497,11476,57973,3652235,650509,24465,353876,16,7575,4126,1214,2235,2512,36959
