Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56639,673,140,813,55532,12361,541,3440,0,28,15,12,1,14,209
Tarapacá,81044,973,118,1091,79626,10247,336,10396,1,30,15,14,1,13,254
Antofagasta,127693,1486,287,1773,124869,11803,757,6823,0,112,72,26,14,45,933
Atacama,69364,480,113,593,67972,18138,314,1744,0,143,66,69,8,93,791
Coquimbo,133401,1393,291,1684,130328,23214,480,9387,1,227,171,44,12,109,1320
Valparaíso,332818,4450,1213,5663,322879,69725,1102,50221,4,606,394,39,173,344,4369
Metropolitana,1477373,22366,6086,28452,1431544,223623,11252,161582,10,1966,1275,160,531,966,17795
O’Higgins,157549,1967,563,2530,153681,35539,555,14807,0,223,186,24,13,128,1350
Maule,249678,2440,499,2939,244862,66153,1039,10642,2,277,262,13,2,162,1644
Ñuble,104782,928,191,1119,102856,26540,446,10180,1,108,79,17,12,76,662
Biobío,365613,3626,676,4302,358506,60887,1342,35901,0,292,203,15,74,138,2352
Araucanía,220378,2016,570,2586,217049,35775,1093,11312,1,102,47,5,50,32,534
Los Ríos,108049,1000,228,1228,106257,22065,569,6035,0,62,40,3,19,36,400
Los Lagos,197502,1959,372,2331,194477,24856,2790,16325,0,50,27,17,6,13,358
Aysén,25505,158,27,185,25189,7788,721,1796,0,19,18,0,1,17,77
Magallanes,53460,603,103,706,52386,5911,1264,3293,0,33,15,1,17,12,259
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3760891,46518,11479,57997,3668055,654625,24601,353884,20,4278,2885,459,934,2198,33307
