Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55219,667,140,807,54272,11549,490,3439,0,20,13,7,0,9,99
Tarapacá,79322,967,118,1085,78120,9634,320,10393,0,26,11,3,12,7,90
Antofagasta,122155,1464,284,1748,120117,10061,615,6822,1,62,32,23,7,30,258
Atacama,65489,467,113,580,64704,15830,258,1743,0,53,22,25,6,25,228
Coquimbo,125453,1371,288,1659,123371,19480,436,9383,1,117,75,24,18,45,438
Valparaíso,303395,4345,1200,5545,296882,58468,934,50199,2,356,202,22,132,140,1357
Metropolitana,1347214,22083,6054,28137,1315457,190756,9241,161561,4,1226,691,165,370,294,5132
O’Higgins,148906,1934,561,2495,146059,31614,488,14803,0,135,81,36,18,56,513
Maule,237678,2381,498,2879,234073,60804,731,10643,2,141,110,16,15,76,717
Ñuble,99452,902,189,1091,97960,23892,380,10179,0,88,49,11,28,49,361
Biobío,350878,3570,673,4243,345412,56535,1224,35964,3,250,134,35,81,72,1079
Araucanía,214763,1979,570,2549,211729,34535,994,11318,0,147,78,8,61,32,501
Los Ríos,105609,981,227,1208,104139,20938,525,6034,0,45,21,13,11,28,217
Los Lagos,194352,1930,366,2296,191661,24191,2292,16332,1,58,24,21,13,28,246
Aysén,24822,154,26,180,24521,7373,674,1794,0,23,11,11,1,13,95
Magallanes,51095,598,103,701,50161,5095,1020,3294,0,24,11,1,12,12,164
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3525845,45793,11412,57205,3458680,580755,20622,353901,14,2771,1565,421,785,916,11495
