Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,67632,692,142,834,65476,18281,961,3441,0,174,100,64,10,104,1182
Tarapacá,95196,990,118,1108,91997,17796,533,10395,0,296,168,42,86,138,1953
Antofagasta,154879,1538,292,1830,150293,21227,1231,6821,0,278,185,50,43,148,2537
Atacama,92963,533,116,649,90623,33133,638,1745,0,258,108,47,103,144,1620
Coquimbo,170944,1476,297,1773,166316,40397,831,9390,1,348,271,55,22,165,2657
Valparaíso,400914,4729,1222,5951,391085,95438,1661,50206,0,460,321,31,108,272,3538
Metropolitana,1667741,23111,6146,29257,1627899,272808,15110,161559,6,1147,644,119,384,445,9279
O’Higgins,183902,2050,572,2622,179264,49423,793,14800,1,244,214,10,20,142,1852
Maule,281328,2529,504,3033,274861,79077,2144,10641,0,427,343,69,15,183,2917
Ñuble,121069,967,194,1161,118232,34712,651,10184,0,255,200,29,26,150,1404
Biobío,416791,3734,684,4418,407107,78351,1967,35910,3,620,503,28,89,318,4416
Araucanía,244766,2067,574,2641,239183,41708,1560,11313,1,458,210,38,210,114,2472
Los Ríos,120928,1036,229,1265,117803,28181,811,6035,0,271,192,6,73,168,1562
Los Lagos,212769,2001,374,2375,208278,28806,3160,16331,0,209,148,28,33,54,1557
Aysén,29153,163,27,190,28576,9735,1031,1794,0,44,25,4,15,35,316
Magallanes,59156,627,104,731,57901,7782,1622,3291,0,57,45,1,11,28,354
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4320173,48243,11597,59840,4214935,856855,34704,353856,12,5546,3677,621,1248,2608,39616
