Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80378,736,113,849,78866,25698,1429,3436,0,4,4,0,0,3,6
Tarapacá,115013,1042,99,1141,113257,30280,944,10388,0,4,4,0,0,3,11
Antofagasta,186557,1655,189,1844,183535,34194,2475,6816,0,8,6,0,2,2,20
Atacama,120911,601,98,699,119579,54061,1973,1741,0,0,0,0,0,0,9
Coquimbo,214507,1651,241,1892,211224,65730,2467,9400,0,3,2,0,1,2,11
Valparaíso,504961,5259,1014,6273,494829,155197,3779,50208,0,17,15,0,2,15,37
Metropolitana,2006967,24855,4551,29406,1963078,422459,31658,161596,2,16,9,0,7,9,62
O’Higgins,227189,2261,433,2694,222844,73935,1685,14805,0,4,3,0,1,2,7
Maule,352453,2827,416,3243,346396,112989,4780,10633,0,0,0,0,0,0,1
Ñuble,162195,1125,160,1285,159494,58019,2090,10178,0,1,1,0,0,1,3
Biobío,519713,4094,568,4662,511058,128268,4880,35885,1,6,2,1,3,1,17
Araucanía,297852,2369,471,2840,292401,59942,4743,11307,0,0,0,0,0,0,4
Los Ríos,150136,1191,211,1402,147389,47570,1914,6033,0,0,0,0,0,0,0
Los Lagos,245659,2210,269,2479,240981,40251,4532,16321,0,3,2,1,0,2,4
Aysén,37364,195,24,219,36894,14913,2686,1794,0,2,1,1,0,0,4
Magallanes,69015,650,57,707,67556,12510,3187,3288,0,10,5,1,4,6,34
Se desconoce región de origen,41,0,1,1,40,0,0,0,0,0,0,0,0,0,0
Total,5290911,52721,8915,61636,5189421,1336016,75222,353829,3,78,54,4,20,46,230
