Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80016,731,113,844,78666,25423,1395,3439,0,15,8,5,2,14,27
Tarapacá,114088,1033,99,1132,112465,29579,905,10389,0,30,23,4,3,18,63
Antofagasta,185669,1645,189,1834,182879,33762,2404,6818,0,58,39,4,15,21,144
Atacama,119171,585,98,683,117819,52675,1792,1741,0,100,47,41,12,88,267
Coquimbo,213095,1624,240,1864,210177,64655,2183,9406,0,67,56,3,8,53,148
Valparaíso,501083,5162,1011,6173,491786,152451,3609,50213,0,237,166,6,65,156,646
Metropolitana,1994780,24609,4532,29141,1953716,415724,30319,161615,2,899,563,58,278,508,2168
O’Higgins,225763,2233,432,2665,221706,72983,1632,14807,1,142,109,14,19,96,319
Maule,351004,2799,414,3213,345523,112207,4718,10638,0,129,72,10,47,66,342
Ñuble,161030,1111,160,1271,158576,57049,1991,10180,0,94,74,0,20,74,218
Biobío,517312,4062,565,4627,509432,126944,4693,35894,0,190,102,11,77,102,514
Araucanía,296785,2333,469,2802,292028,59375,4629,11318,0,127,80,13,34,64,241
Los Ríos,149862,1179,209,1388,147458,47363,1883,6034,0,28,19,3,6,19,71
Los Lagos,245120,2196,268,2464,241000,40033,4437,16327,0,43,22,11,10,22,116
Aysén,37082,193,24,217,36647,14738,2515,1794,0,7,3,3,1,5,35
Magallanes,68505,644,57,701,67235,12247,3071,3289,1,22,10,3,9,10,62
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5260407,52139,8881,61020,5167154,1317208,72176,353902,4,2188,1393,189,606,1316,5381
