Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56463,672,140,812,55374,12283,538,3440,0,54,21,29,4,27,194
Tarapacá,80852,973,118,1091,79417,10166,336,10395,0,70,20,39,11,20,275
Antofagasta,126917,1485,287,1772,124223,11531,739,6824,0,193,80,68,45,66,808
Atacama,68633,479,113,592,67367,17710,307,1745,0,176,79,62,35,119,669
Coquimbo,132281,1391,291,1682,129275,22714,473,9385,1,380,226,87,67,169,1262
Valparaíso,328744,4438,1209,5647,318904,68240,1082,50219,4,1288,653,147,488,515,4316
Metropolitana,1460603,22339,6082,28421,1414941,219518,10996,161574,12,4363,2408,534,1421,1301,17730
O’Higgins,156364,1966,563,2529,152543,34979,540,14807,2,390,233,91,66,161,1313
Maule,248035,2436,499,2935,243461,65449,1008,10644,2,382,282,38,62,184,1424
Ñuble,104025,927,191,1118,102244,26219,433,10179,0,109,71,10,28,82,530
Biobío,363642,3623,676,4299,356870,60305,1329,35902,5,559,266,81,212,144,2036
Araucanía,219790,2015,570,2585,216583,35643,1088,11312,0,144,54,17,73,32,424
Los Ríos,107714,1000,228,1228,105942,21921,563,6036,0,117,50,18,49,56,390
Los Lagos,197126,1957,371,2328,194155,24789,2789,16325,0,83,45,24,14,23,319
Aysén,25433,158,27,185,25140,7745,718,1796,0,15,11,2,2,9,55
Magallanes,53241,603,103,706,52159,5847,1257,3293,0,58,35,4,19,27,272
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3729906,46462,11470,57932,3638640,645059,24196,353876,26,8381,4534,1251,2596,2935,32017
