Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,76713,731,144,875,75229,23265,1282,3440,0,67,30,32,5,48,315
Tarapacá,108576,1036,119,1155,106716,25587,736,10390,0,116,78,1,37,81,424
Antofagasta,176212,1620,299,1919,173382,29070,1872,6822,0,106,72,0,34,64,437
Atacama,110003,576,117,693,108726,45178,1131,1740,0,78,44,6,28,67,337
Coquimbo,201170,1598,299,1897,198383,55908,1527,9396,0,93,85,7,1,74,349
Valparaíso,470715,5081,1232,6313,462360,130750,2593,50203,0,177,141,4,32,129,674
Metropolitana,1889755,24186,6189,30375,1851662,356676,22517,161604,2,716,463,32,221,480,2616
O’Higgins,213150,2198,576,2774,209466,64246,1167,14802,0,93,77,6,10,57,329
Maule,335291,2752,507,3259,330420,102529,4167,10645,0,83,56,1,26,49,382
Ñuble,151385,1075,197,1272,149216,49750,1286,10181,0,70,43,0,27,45,264
Biobío,490913,4012,689,4701,483676,110056,3035,35892,0,242,165,4,73,162,764
Araucanía,284474,2250,580,2830,280218,52218,3950,11318,0,91,41,5,45,40,331
Los Ríos,142335,1134,232,1366,140100,41029,1426,6034,0,66,52,2,12,55,221
Los Lagos,236542,2123,376,2499,232718,36052,4000,16330,0,52,16,3,33,21,285
Aysén,34691,184,27,211,34311,13123,1818,1794,0,12,9,1,2,5,40
Magallanes,65880,658,106,764,64683,10683,2369,3288,0,30,24,0,6,20,117
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4987847,51214,11691,62905,4901307,1146120,54876,353879,2,2092,1396,104,592,1397,7885
