Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80328,736,113,849,78848,25661,1426,3438,0,1,1,0,0,1,4
Tarapacá,114891,1041,99,1140,113160,30193,935,10389,0,3,3,0,0,3,13
Antofagasta,186473,1654,189,1843,183506,34155,2468,6818,0,5,5,0,0,2,12
Atacama,120875,600,98,698,119586,54033,1967,1742,0,3,1,2,0,3,4
Coquimbo,214416,1647,240,1887,211210,65662,2451,9400,0,5,5,0,0,4,13
Valparaíso,504716,5259,1013,6272,494781,155004,3767,50215,0,9,4,1,4,3,27
Metropolitana,2006461,24847,4550,29397,1963326,422274,31597,161614,1,15,6,1,8,4,55
O’Higgins,227161,2261,433,2694,222902,73924,1684,14808,0,0,0,0,0,0,3
Maule,352425,2826,416,3242,346502,112978,4777,10638,0,0,0,0,0,0,2
Ñuble,162179,1125,160,1285,159538,58005,2087,10180,0,0,0,0,0,0,2
Biobío,519633,4093,568,4661,511187,128234,4878,35888,0,1,0,0,1,0,6
Araucanía,297821,2369,471,2840,292470,59927,4740,11316,0,1,1,0,0,1,3
Los Ríos,150129,1191,211,1402,147436,47564,1913,6033,0,0,0,0,0,0,0
Los Lagos,245588,2210,269,2479,240999,40230,4487,16327,0,1,0,0,1,0,4
Aysén,37347,195,24,219,36897,14905,2686,1794,0,0,0,0,0,0,0
Magallanes,68857,650,57,707,67453,12446,3160,3288,0,0,0,0,0,0,7
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5289342,52704,8912,61616,5189842,1335195,75023,353888,1,44,26,4,14,21,155
