Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80321,736,113,849,78848,25654,1425,3438,0,0,0,0,0,0,1
Tarapacá,114874,1041,99,1140,113148,30181,935,10389,0,3,3,0,0,3,13
Antofagasta,186458,1654,189,1843,183501,34147,2465,6818,0,1,1,0,0,1,6
Atacama,120871,600,98,698,119595,54029,1964,1742,1,0,0,0,0,0,2
Coquimbo,214404,1647,240,1887,211212,65651,2450,9400,0,8,6,0,2,7,15
Valparaíso,504688,5259,1013,6272,494808,154984,3766,50215,0,5,5,0,0,5,18
Metropolitana,2006394,24846,4550,29396,1963442,422250,31589,161614,2,6,5,0,1,5,26
O’Higgins,227159,2261,433,2694,222927,73923,1684,14808,0,1,0,0,1,1,1
Maule,352422,2826,416,3242,346519,112976,4776,10638,0,0,0,0,0,0,3
Ñuble,162177,1125,160,1285,159549,58003,2087,10180,0,1,1,0,0,1,2
Biobío,519628,4093,568,4661,511225,128233,4877,35888,0,3,3,0,0,3,4
Araucanía,297815,2369,471,2840,292494,59923,4736,11316,0,0,0,0,0,0,2
Los Ríos,150129,1191,211,1402,147447,47564,1913,6033,0,0,0,0,0,0,0
Los Lagos,245580,2210,269,2479,241013,40225,4484,16327,0,2,0,0,2,0,4
Aysén,37346,195,24,219,36898,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68846,650,57,707,67447,12442,3156,3288,0,5,1,0,4,1,8
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5289154,52703,8912,61615,5190114,1335089,74993,353888,3,35,25,0,10,27,105
