Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55259,668,140,808,54329,11581,491,3439,0,15,9,6,0,12,81
Tarapacá,79371,968,118,1086,78179,9652,321,10393,0,14,10,1,3,6,79
Antofagasta,122267,1464,285,1749,120274,10084,619,6824,2,25,16,5,4,7,209
Atacama,65594,469,113,582,64810,15882,262,1743,0,17,12,4,1,6,225
Coquimbo,125656,1373,288,1661,123644,19559,436,9382,0,42,29,7,6,18,359
Valparaíso,304023,4352,1201,5553,297703,58710,937,50204,3,147,96,5,46,63,1136
Metropolitana,1349936,22105,6056,28161,1318617,191386,9264,161553,3,568,315,42,211,170,4637
O’Higgins,149139,1936,561,2497,146330,31699,489,14801,0,49,37,5,7,16,464
Maule,238036,2386,498,2884,234526,60955,735,10643,0,69,64,2,3,32,600
Ñuble,99594,904,189,1093,98174,23948,383,10179,0,35,22,6,7,17,285
Biobío,351348,3573,674,4247,346032,56672,1226,35957,0,75,57,4,14,24,915
Araucanía,215028,1980,570,2550,212080,34588,994,11319,0,61,30,4,27,12,410
Los Ríos,105688,983,228,1211,104260,20971,530,6035,0,14,9,1,4,7,167
Los Lagos,194534,1936,366,2302,191874,24227,2352,16331,0,10,3,3,4,0,194
Aysén,24846,156,27,183,24567,7391,678,1794,0,5,3,2,0,5,70
Magallanes,51167,598,103,701,50262,5115,1016,3294,0,26,13,0,13,7,134
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3531529,45851,11419,57270,3465703,582420,20733,353891,8,1172,725,97,350,402,9965
