Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79152,747,146,893,77881,24821,1344,3439,0,14,12,2,0,13,47
Tarapacá,112692,1046,119,1165,111136,28589,815,10389,0,20,15,3,2,11,81
Antofagasta,181326,1638,301,1939,178665,31317,2122,6820,0,47,27,2,18,19,172
Atacama,114683,590,121,711,113367,48970,1377,1741,0,86,49,26,11,72,322
Coquimbo,207691,1625,302,1927,204804,60298,1828,9402,0,141,106,20,15,97,331
Valparaíso,483276,5164,1234,6398,474511,139240,2964,50209,0,216,162,8,46,146,725
Metropolitana,1932184,24457,6205,30662,1893277,377881,25250,161595,1,729,451,46,232,389,2186
O’Higgins,217641,2231,577,2808,213863,67029,1306,14798,0,79,60,9,10,55,282
Maule,341642,2790,507,3297,336513,106223,4357,10643,0,148,90,7,51,88,435
Ñuble,155050,1106,198,1304,152771,52059,1486,10182,1,91,71,1,19,69,263
Biobío,501701,4072,691,4763,494285,116462,3682,35895,0,194,117,15,62,130,613
Araucanía,289401,2293,582,2875,284923,54668,4124,11317,0,127,70,22,35,67,355
Los Ríos,145290,1157,234,1391,142991,43409,1594,6034,0,59,47,4,8,49,171
Los Lagos,239689,2168,377,2545,235790,37289,4153,16328,0,64,34,5,25,27,204
Aysén,35438,189,27,216,35021,13610,1956,1794,0,20,11,7,2,15,53
Magallanes,67014,665,106,771,65845,11313,2645,3289,1,7,5,2,0,6,40
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5103912,51938,11729,63667,5015684,1213178,61003,353875,3,2042,1327,179,536,1253,6280
