Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73924,724,144,868,72597,21540,1187,3441,0,66,27,35,4,34,212
Tarapacá,104749,1030,119,1149,103160,22847,658,10390,0,51,36,5,10,34,194
Antofagasta,170421,1605,298,1903,167595,26678,1653,6822,1,141,75,34,32,60,524
Atacama,105419,569,117,686,104057,41673,961,1743,0,132,54,24,54,104,481
Coquimbo,193786,1566,298,1864,190812,51341,1287,9390,0,220,128,69,23,130,662
Valparaíso,452685,4967,1230,6197,443223,119915,2226,50201,0,742,419,43,280,388,2161
Metropolitana,1839033,23851,6179,30030,1798407,333544,20281,161586,4,2039,1018,183,838,856,6550
O’Higgins,206188,2149,576,2725,202145,60128,1033,14803,0,243,144,46,53,157,853
Maule,325984,2691,507,3198,320398,97619,3975,10643,1,445,225,83,137,199,1377
Ñuble,144532,1033,195,1228,141995,46193,1048,10183,0,255,114,9,132,124,779
Biobío,477965,3934,688,4622,470237,103497,2728,35894,0,488,197,134,157,192,1581
Araucanía,278210,2197,580,2777,273710,50143,3810,11319,0,289,113,42,134,76,807
Los Ríos,137353,1109,232,1341,134946,37514,1220,6035,0,166,86,54,26,122,512
Los Lagos,230978,2086,375,2461,227136,33954,3830,16329,0,163,87,27,49,53,488
Aysén,33310,178,27,205,32845,12232,1545,1794,0,75,57,9,9,44,148
Magallanes,64079,647,105,752,62901,9793,2074,3290,0,60,34,3,23,30,151
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4838658,50336,11672,62008,4746205,1068611,49516,353863,6,5575,2814,800,1961,2603,17480
