Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55691,671,140,811,54698,11883,504,3439,0,27,17,6,4,16,114
Tarapacá,79912,968,118,1086,78654,9846,328,10394,0,43,17,18,8,10,119
Antofagasta,123766,1476,286,1762,121566,10547,670,6823,0,122,55,50,17,35,360
Atacama,66521,472,113,585,65734,16396,277,1745,0,65,23,22,20,33,206
Coquimbo,127916,1384,290,1674,125743,20559,448,9383,2,137,80,40,17,58,467
Valparaíso,311031,4409,1203,5612,304074,61524,974,50210,2,539,274,83,182,204,1591
Metropolitana,1381042,22243,6067,28310,1346367,199127,9772,161568,9,2221,1361,228,632,625,7322
O’Higgins,151208,1958,562,2520,148329,32653,500,14803,1,131,80,28,23,66,449
Maule,241117,2423,498,2921,237522,62507,800,10641,0,162,143,14,5,80,552
Ñuble,101158,921,190,1111,99636,24755,405,10180,0,115,84,11,20,42,325
Biobío,355269,3608,676,4284,349968,57962,1261,35905,2,224,136,29,59,76,732
Araucanía,217025,2005,570,2575,214023,35057,1025,11313,0,123,67,10,46,26,326
Los Ríos,106404,994,228,1222,104912,21336,541,6035,0,47,14,24,9,29,160
Los Lagos,195669,1950,368,2318,192998,24480,2748,16330,2,29,12,6,11,4,111
Aysén,25171,157,27,184,24898,7583,698,1795,0,11,6,5,0,3,45
Magallanes,52154,600,103,703,51211,5408,1190,3294,0,43,32,3,8,15,155
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3591097,46239,11441,57680,3520375,601623,22141,353858,18,4039,2401,577,1061,1322,13034
