Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72149,713,144,857,70990,20615,1132,3441,0,12,7,5,0,3,118
Tarapacá,102385,1015,119,1134,100893,21537,597,10391,0,25,13,7,5,12,173
Antofagasta,164754,1580,297,1877,162262,24601,1464,6821,0,20,17,2,1,8,324
Atacama,100815,559,117,676,99692,38233,798,1745,0,31,15,13,3,24,313
Coquimbo,185641,1531,297,1828,183049,46955,1049,9391,0,53,42,10,1,25,461
Valparaíso,426061,4841,1225,6066,418026,106069,1900,50204,1,226,139,18,69,121,1315
Metropolitana,1739660,23429,6164,29593,1703567,294058,17078,161584,2,474,273,45,156,168,4066
O’Higgins,195932,2101,573,2674,192369,55055,928,14798,0,88,66,5,17,33,595
Maule,306596,2608,504,3112,301834,89022,3355,10644,1,137,114,16,7,55,929
Ñuble,132375,1000,194,1194,130275,40052,796,10181,0,78,49,28,1,47,537
Biobío,448595,3831,685,4516,441161,90439,2327,35903,0,221,158,42,21,87,1818
Araucanía,263748,2141,576,2717,259745,46144,1942,11314,0,73,39,5,29,20,650
Los Ríos,130328,1077,231,1308,128244,32974,1011,6034,0,27,20,2,5,22,390
Los Lagos,224775,2048,374,2422,221324,31887,3571,16332,0,34,25,2,7,11,336
Aysén,31433,173,27,200,31068,11117,1296,1794,0,3,1,1,1,3,79
Magallanes,61863,642,105,747,60831,8771,1868,3289,0,9,7,1,1,5,71
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4587152,49289,11634,60923,4505371,957529,41112,353866,4,1511,985,202,324,644,12175
