Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80280,736,113,849,78816,25621,1421,3438,0,2,2,0,0,2,12
Tarapacá,114808,1041,99,1140,113107,30128,934,10389,0,3,3,0,0,3,6
Antofagasta,186418,1654,189,1843,183505,34131,2465,6818,0,2,1,0,1,0,7
Atacama,120856,600,98,698,119596,54015,1962,1742,1,1,1,0,0,1,7
Coquimbo,214358,1646,240,1886,211230,65621,2447,9400,0,0,0,0,0,0,1
Valparaíso,504602,5256,1013,6269,494872,154918,3757,50213,0,3,3,0,0,3,11
Metropolitana,2006227,24838,4549,29387,1963795,422195,31567,161608,1,5,2,0,3,2,18
O’Higgins,227153,2261,433,2694,222987,73920,1684,14808,0,0,0,0,0,0,0
Maule,352412,2826,416,3242,346600,112973,4776,10638,0,0,0,0,0,0,1
Ñuble,162164,1124,160,1284,159576,57989,2082,10180,0,1,1,0,0,1,4
Biobío,519614,4091,568,4659,511340,128230,4874,35888,0,1,0,0,1,0,1
Araucanía,297809,2367,471,2838,292596,59922,4734,11316,0,0,0,0,0,0,0
Los Ríos,150126,1190,211,1401,147487,47563,1912,6033,0,0,0,0,0,0,1
Los Lagos,245570,2209,269,2478,241086,40223,4480,16327,0,1,0,0,1,0,1
Aysén,37346,195,24,219,36905,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68824,649,57,706,67460,12436,3153,3288,0,2,1,0,1,0,3
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288609,52683,8911,61594,5190999,1334789,74934,353880,2,21,14,0,7,12,73
