Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79276,749,147,896,78018,24902,1349,3439,0,3,2,1,0,2,16
Tarapacá,112973,1052,119,1171,111426,28762,834,10389,0,10,8,0,2,7,50
Antofagasta,182009,1651,301,1952,179398,31671,2166,6819,0,21,16,0,5,11,81
Atacama,115541,592,121,713,114397,49681,1428,1741,0,30,28,1,1,25,134
Coquimbo,208960,1631,302,1933,206215,61251,1894,9403,0,39,33,2,4,31,144
Valparaíso,486094,5197,1234,6431,477439,141270,3054,50210,2,137,103,3,31,95,467
Metropolitana,1941366,24536,6207,30743,1902667,383293,25923,161602,0,414,279,18,117,267,1525
O’Higgins,218730,2237,577,2814,214994,67766,1355,14798,0,51,38,2,11,31,179
Maule,343299,2809,508,3317,338299,107248,4425,10643,0,42,30,0,12,27,212
Ñuble,156165,1117,200,1317,153956,52960,1574,10182,0,48,39,0,9,41,145
Biobío,504318,4094,694,4788,496953,118307,3829,35895,0,129,101,4,24,107,457
Araucanía,290857,2305,583,2888,286427,55503,4215,11318,0,58,31,4,23,28,218
Los Ríos,146106,1162,234,1396,143799,44094,1657,6034,0,34,24,3,7,26,141
Los Lagos,240465,2179,379,2558,236560,37613,4188,16328,0,28,15,2,11,13,146
Aysén,35827,191,27,218,35424,13857,2170,1794,0,12,6,4,2,3,32
Magallanes,67181,667,106,773,66017,11426,2684,3289,0,5,3,0,2,3,17
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5129209,52169,11741,63910,5042030,1229604,62745,353884,2,1061,756,44,261,717,3964
