Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80155,732,113,845,78791,25525,1406,3439,0,1,1,0,0,1,10
Tarapacá,114500,1036,99,1135,112876,29900,925,10389,0,9,8,0,1,7,30
Antofagasta,186201,1650,189,1839,183478,34048,2447,6818,0,9,3,2,4,3,20
Atacama,120383,594,98,692,119201,53663,1910,1741,0,7,4,2,1,4,64
Coquimbo,213856,1637,240,1877,210946,65256,2254,9400,1,11,10,0,1,10,40
Valparaíso,503657,5214,1012,6226,494642,154282,3720,50205,0,21,15,4,2,17,113
Metropolitana,2003933,24729,4540,29269,1963899,421088,31302,161597,0,87,50,8,29,44,330
O’Higgins,226933,2254,433,2687,223041,73795,1675,14808,0,9,7,1,1,6,43
Maule,352171,2815,415,3230,346816,112857,4765,10637,0,8,4,0,4,6,60
Ñuble,161915,1116,160,1276,159566,57768,2060,10179,0,13,9,0,4,9,49
Biobío,519259,4080,566,4646,511605,128050,4846,35887,0,19,10,0,9,11,90
Araucanía,297638,2357,469,2826,292904,59857,4711,11314,0,13,4,1,8,4,42
Los Ríos,150074,1186,209,1395,147657,47537,1904,6033,0,1,0,0,1,0,5
Los Lagos,245480,2207,269,2476,241340,40194,4456,16328,0,1,0,0,1,0,8
Aysén,37311,194,24,218,36905,14874,2668,1794,0,0,0,0,0,0,1
Magallanes,68740,648,57,705,67480,12389,3132,3288,0,3,1,0,2,1,10
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5282248,52449,8894,61343,5191188,1331083,74181,353857,1,212,126,18,68,123,915
