Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,54699,667,140,807,53530,11231,480,3442,0,31,13,16,2,5,334
Tarapacá,78809,963,118,1081,77446,9475,315,10394,1,34,18,9,7,14,273
Antofagasta,120529,1455,281,1736,117961,9595,556,6824,1,113,57,29,27,31,830
Atacama,64323,456,113,569,63035,15252,241,1746,1,109,51,41,17,52,751
Coquimbo,122482,1343,286,1629,119432,18276,411,9384,0,191,120,36,35,45,1462
Valparaíso,295962,4266,1198,5464,287724,55809,893,50200,1,469,263,50,156,162,3235
Metropolitana,1318972,21854,6031,27885,1281739,184233,8826,161556,10,1435,817,146,472,352,11248
O’Higgins,145704,1902,559,2461,141739,30234,470,14802,0,253,186,32,35,69,1706
Maule,232693,2305,496,2801,227208,58619,697,10641,0,400,278,78,44,125,2727
Ñuble,97166,872,189,1061,94868,22933,369,10177,1,166,109,12,45,63,1231
Biobío,343186,3469,672,4141,334468,54068,1175,35958,1,526,336,57,133,166,4526
Araucanía,211072,1933,568,2501,206827,33619,940,11319,2,337,174,32,131,46,1820
Los Ríos,104167,956,224,1180,102139,20286,487,6035,0,97,44,8,45,23,829
Los Lagos,190620,1896,364,2260,186772,23278,796,16331,3,200,91,37,72,21,1505
Aysén,24389,148,26,174,23887,7141,653,1786,0,44,19,20,5,11,311
Magallanes,50244,591,103,694,49105,4837,912,3296,0,58,35,4,19,9,391
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3455060,45076,11370,56446,3367922,558886,18221,353891,21,4463,2611,607,1245,1194,33179
