Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80338,736,113,849,78853,25671,1427,3438,0,2,2,0,0,2,5
Tarapacá,114919,1041,99,1140,113182,30216,936,10389,0,5,5,0,0,5,14
Antofagasta,186485,1654,189,1843,183518,34162,2468,6818,0,4,4,0,0,3,6
Atacama,120882,600,98,698,119585,54038,1968,1742,0,4,1,1,2,3,4
Coquimbo,214441,1648,240,1888,211221,65682,2457,9400,0,6,5,0,1,5,14
Valparaíso,504740,5259,1013,6272,494792,155025,3769,50215,0,11,8,1,2,10,17
Metropolitana,2006541,24848,4550,29398,1963252,422306,31606,161615,0,19,8,2,9,10,48
O’Higgins,227166,2261,433,2694,222897,73924,1684,14808,0,0,0,0,0,0,1
Maule,352431,2827,416,3243,346486,112979,4777,10638,0,5,2,0,3,0,4
Ñuble,162180,1125,160,1285,159535,58006,2088,10180,0,0,0,0,0,0,0
Biobío,519645,4093,568,4661,511169,128237,4878,35888,0,5,2,1,2,1,7
Araucanía,297830,2369,471,2840,292461,59930,4741,11316,0,2,2,0,0,1,4
Los Ríos,150130,1191,211,1402,147428,47565,1913,6033,0,1,1,0,0,1,1
Los Lagos,245597,2210,269,2479,240996,40236,4490,16327,0,0,0,0,0,0,4
Aysén,37349,195,24,219,36898,14907,2686,1794,0,0,0,0,0,0,0
Magallanes,68873,650,57,707,67458,12450,3162,3288,0,5,0,0,5,0,11
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5289589,52707,8912,61619,5189772,1335334,75050,353889,0,69,40,5,24,41,140
