Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80293,736,113,849,78824,25632,1422,3438,0,0,0,0,0,0,7
Tarapacá,114825,1041,99,1140,113105,30141,934,10389,0,8,7,0,1,5,13
Antofagasta,186426,1654,189,1843,183492,34136,2465,6818,0,2,2,0,0,1,4
Atacama,120864,600,98,698,119593,54023,1964,1742,0,2,2,0,0,2,5
Coquimbo,214371,1647,240,1887,211213,65623,2448,9400,0,1,0,0,1,0,3
Valparaíso,504627,5257,1013,6270,494825,154936,3759,50214,0,5,4,0,1,3,11
Metropolitana,2006296,24843,4550,29393,1963591,422215,31573,161610,0,8,4,0,4,2,31
O’Higgins,227156,2261,433,2694,222956,73921,1684,14808,0,1,0,0,1,0,2
Maule,352415,2826,416,3242,346563,112974,4776,10638,0,0,0,0,0,0,1
Ñuble,162170,1125,160,1285,159559,57996,2085,10180,0,3,3,0,0,3,3
Biobío,519621,4092,568,4660,511275,128230,4875,35888,0,1,1,0,0,0,4
Araucanía,297811,2368,471,2839,292546,59922,4736,11316,0,0,0,0,0,0,1
Los Ríos,150126,1190,211,1401,147469,47563,1912,6033,0,0,0,0,0,0,0
Los Lagos,245573,2209,269,2478,241047,40224,4483,16327,0,0,0,0,0,0,1
Aysén,37346,195,24,219,36900,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68829,649,57,706,67453,12437,3153,3288,0,0,0,0,0,0,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288791,52693,8912,61605,5190452,1334877,74955,353883,0,31,23,0,8,16,87
