Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55645,671,140,811,54652,11858,503,3439,0,5,2,3,0,2,116
Tarapacá,79842,968,118,1086,78615,9824,327,10394,0,8,3,2,3,2,92
Antofagasta,123567,1476,286,1762,121419,10491,665,6822,0,39,6,21,12,5,310
Atacama,66395,472,113,585,65656,16318,275,1745,0,34,14,17,3,18,160
Coquimbo,127655,1383,289,1672,125574,20425,446,9381,1,68,47,17,4,27,381
Valparaíso,310015,4402,1203,5605,303361,61103,966,50209,1,184,131,9,44,71,1305
Metropolitana,1376534,22230,6065,28295,1342852,197816,9688,161564,6,733,467,74,192,283,6391
O’Higgins,150926,1958,562,2520,148121,32488,496,14803,1,48,34,2,12,21,377
Maule,240787,2420,498,2918,237248,62303,796,10641,0,73,68,3,2,42,515
Ñuble,100978,919,189,1108,99491,24663,403,10181,1,51,42,2,7,24,298
Biobío,354861,3604,675,4279,349589,57820,1259,35907,2,100,72,9,19,39,715
Araucanía,216828,2004,570,2574,213832,35013,1022,11316,0,60,40,4,16,12,329
Los Ríos,106337,994,228,1222,104865,21293,540,6035,0,24,10,0,14,9,147
Los Lagos,195608,1948,368,2316,192945,24465,2742,16330,2,12,3,4,5,1,111
Aysén,25145,157,27,184,24866,7570,693,1795,0,4,3,1,0,1,52
Magallanes,52061,600,103,703,51138,5377,1185,3294,0,19,14,0,5,4,136
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3583227,46206,11436,57642,3514266,598827,22006,353856,14,1462,956,168,338,561,11435
