Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56343,672,140,812,55291,12233,529,3440,0,38,26,11,1,20,159
Tarapacá,80685,972,118,1090,79312,10120,335,10395,0,55,18,18,19,26,215
Antofagasta,126400,1483,286,1769,123896,11389,730,6824,0,166,97,41,28,71,627
Atacama,68267,478,113,591,67105,17495,300,1745,0,169,86,54,29,127,568
Coquimbo,131515,1391,291,1682,128774,22355,467,9384,1,299,185,81,33,178,1001
Valparaíso,326132,4430,1209,5639,316923,67301,1060,50218,2,1035,585,84,366,457,3707
Metropolitana,1449844,22330,6078,28408,1405950,216977,10814,161572,5,3409,2165,303,941,1398,16028
O’Higgins,155610,1966,563,2529,151954,34636,533,14806,2,316,200,86,30,209,1157
Maule,247174,2435,499,2934,242748,65106,974,10643,1,319,250,28,41,189,1294
Ñuble,103733,927,191,1118,101909,26045,432,10179,0,166,110,19,37,111,581
Biobío,362433,3619,676,4295,356020,59994,1317,35903,4,404,201,49,154,152,1706
Araucanía,219483,2012,570,2582,216351,35577,1085,11315,1,87,54,5,28,46,373
Los Ríos,107472,1000,228,1228,105812,21817,553,6037,0,93,37,48,8,67,286
Los Lagos,196887,1956,371,2327,194018,24722,2787,16329,0,76,36,15,25,17,233
Aysén,25401,158,27,185,25123,7720,717,1796,0,13,9,1,3,11,44
Magallanes,53099,603,103,706,52070,5784,1241,3293,0,76,55,0,21,32,221
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3710521,46432,11465,57897,3623298,639271,23874,353879,16,6721,4114,843,1764,3111,28200
