Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,75810,728,144,872,74384,22681,1253,3440,0,108,49,51,8,76,273
Tarapacá,107260,1034,119,1153,105473,24622,716,10390,0,134,77,25,32,96,361
Antofagasta,174763,1617,298,1915,171976,28413,1819,6821,0,134,76,8,50,70,423
Atacama,109026,574,117,691,107694,44421,1083,1740,0,104,43,19,42,77,406
Coquimbo,199717,1590,298,1888,196867,54956,1458,9397,1,193,149,27,17,123,443
Valparaíso,467833,5051,1232,6283,459288,128812,2508,50203,0,371,215,26,130,224,957
Metropolitana,1880226,24122,6187,30309,1842656,351971,21994,161593,0,827,452,46,329,445,2428
O’Higgins,211810,2187,576,2763,208113,63429,1131,14803,1,150,106,13,31,100,381
Maule,333672,2743,507,3250,328717,101597,4120,10644,0,206,122,33,51,132,533
Ñuble,150381,1066,197,1263,148148,49183,1233,10182,0,119,71,8,40,74,353
Biobío,488316,3991,688,4679,481040,108577,2935,35892,0,287,144,45,98,159,887
Araucanía,283270,2241,580,2821,279093,51768,3920,11319,0,101,52,7,42,48,308
Los Ríos,141366,1130,232,1362,139092,40286,1386,6034,0,131,98,16,17,104,287
Los Lagos,235492,2115,376,2491,231609,35641,3966,16330,0,132,36,23,73,44,389
Aysén,34406,183,27,210,33992,12953,1742,1794,0,30,16,7,7,22,78
Magallanes,65426,657,106,763,64231,10440,2276,3289,0,40,21,0,19,19,124
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4958816,51029,11686,62715,4872414,1129750,53540,353871,2,3067,1727,354,986,1813,8631
