Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72482,718,144,862,71265,20791,1146,3441,0,23,11,11,1,11,150
Tarapacá,102817,1022,119,1141,101319,21737,606,10391,0,28,18,8,2,16,158
Antofagasta,165714,1590,297,1887,163081,24925,1496,6822,0,49,21,13,15,17,422
Atacama,101543,562,117,679,100432,38743,815,1745,0,60,27,23,10,40,282
Coquimbo,187256,1538,298,1836,184543,47771,1066,9390,0,98,64,31,3,40,532
Valparaíso,430668,4877,1225,6102,422236,108383,1941,50203,2,302,177,21,104,140,1559
Metropolitana,1755252,23509,6166,29675,1717025,299033,17591,161584,3,1131,602,93,436,354,5650
O’Higgins,198127,2116,573,2689,194309,56037,954,14800,1,146,98,29,19,71,784
Maule,310767,2633,504,3137,305515,90646,3608,10642,0,295,195,40,60,126,1321
Ñuble,134575,1007,194,1201,132307,41093,824,10182,0,115,85,13,17,52,657
Biobío,454289,3871,685,4556,446519,92697,2401,35903,3,344,184,73,87,130,2010
Araucanía,266124,2155,576,2731,261949,46734,2018,11309,0,145,91,15,39,33,726
Los Ríos,131473,1086,231,1317,129324,33639,1043,6035,0,93,54,5,34,48,393
Los Lagos,225913,2062,374,2436,222330,32242,3627,16331,0,89,56,21,12,32,401
Aysén,31676,173,27,200,31311,11266,1332,1794,0,8,4,0,4,4,72
Magallanes,62217,644,105,749,61115,8935,1896,3291,0,32,16,5,11,6,125
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4630935,49563,11637,61200,4544621,974672,42364,353863,9,2958,1703,401,854,1120,15242
