Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80374,736,113,849,78863,25695,1429,3436,0,0,0,0,0,0,6
Tarapacá,115009,1042,99,1141,113251,30277,944,10388,0,8,4,0,4,3,15
Antofagasta,186549,1655,189,1844,183531,34192,2474,6816,0,4,3,0,1,1,18
Atacama,120910,601,98,699,119579,54061,1973,1741,0,2,2,0,0,1,10
Coquimbo,214502,1651,241,1892,211225,65727,2465,9400,0,3,3,0,0,3,9
Valparaíso,504944,5259,1014,6273,494818,155182,3778,50207,0,19,14,2,3,17,42
Metropolitana,2006945,24854,4551,29405,1963078,422450,31656,161594,1,20,11,3,6,12,78
O’Higgins,227185,2261,433,2694,222846,73933,1684,14805,0,3,2,0,1,1,5
Maule,352453,2827,416,3243,346402,112989,4780,10633,0,0,0,0,0,0,3
Ñuble,162194,1125,160,1285,159497,58018,2090,10178,0,4,4,0,0,4,3
Biobío,519707,4094,568,4662,511063,128267,4880,35885,1,9,6,0,3,7,17
Araucanía,297852,2369,471,2840,292404,59942,4743,11307,0,2,2,0,0,2,6
Los Ríos,150136,1191,211,1402,147392,47570,1914,6033,0,0,0,0,0,0,0
Los Lagos,245655,2210,269,2479,240982,40249,4530,16321,0,0,0,0,0,0,3
Aysén,37362,195,24,219,36891,14913,2686,1794,0,4,4,0,0,3,5
Magallanes,69002,650,57,707,67542,12503,3184,3288,0,4,0,1,3,0,35
Se desconoce región de origen,41,0,1,1,40,0,0,0,0,0,0,0,0,0,0
Total,5290820,52720,8915,61635,5189404,1335968,75210,353826,2,82,55,6,21,54,255
