Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80194,734,113,847,78809,25556,1415,3439,0,1,0,1,0,0,4
Tarapacá,114658,1038,99,1137,113016,30013,930,10389,0,7,6,0,1,6,20
Antofagasta,186305,1651,189,1840,183532,34091,2456,6818,0,5,4,0,1,1,17
Atacama,120668,596,98,694,119482,53879,1941,1741,0,3,1,2,0,2,33
Coquimbo,214189,1643,240,1883,211238,65511,2374,9401,0,5,2,1,2,4,20
Valparaíso,504208,5232,1012,6244,495043,154682,3742,50208,1,21,12,0,9,15,67
Metropolitana,2005357,24780,4541,29321,1964890,421813,31472,161603,1,33,21,1,11,17,131
O’Higgins,227096,2257,433,2690,223148,73896,1682,14808,0,7,6,1,0,6,20
Maule,352345,2823,416,3239,346920,112936,4772,10639,0,3,2,0,1,1,9
Ñuble,162048,1119,160,1279,159668,57881,2070,10179,0,3,2,0,1,2,8
Biobío,519490,4086,566,4652,511730,128185,4867,35887,0,7,4,0,3,5,27
Araucanía,297755,2361,470,2831,292936,59903,4725,11314,0,0,0,0,0,0,10
Los Ríos,150101,1189,209,1398,147627,47558,1908,6033,0,0,0,0,0,0,1
Los Lagos,245524,2209,269,2478,241303,40214,4463,16328,0,1,0,0,1,0,1
Aysén,37334,194,24,218,36917,14895,2679,1794,0,0,0,0,0,0,2
Magallanes,68784,649,57,706,67499,12420,3142,3288,0,2,1,0,1,1,4
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5286098,52561,8897,61458,5193799,1333433,74638,353869,2,98,61,6,31,60,374
