Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55342,669,140,809,54419,11629,494,3439,0,10,8,1,1,7,69
Tarapacá,79485,968,118,1086,78274,9693,322,10394,1,26,17,6,3,2,90
Antofagasta,122652,1469,285,1754,120535,10244,641,6823,0,38,14,17,7,12,315
Atacama,65822,469,113,582,65066,16010,267,1744,0,39,15,10,14,17,193
Coquimbo,126298,1376,289,1665,124160,19832,440,9382,0,102,64,23,15,40,476
Valparaíso,305736,4360,1201,5561,299259,59375,950,50210,2,230,136,27,67,88,1260
Metropolitana,1356790,22141,6058,28199,1325052,193230,9407,161555,6,811,483,90,238,262,4880
O’Higgins,149750,1944,562,2506,146924,31973,491,14801,0,69,40,9,20,37,452
Maule,239006,2395,498,2893,235355,61443,759,10642,2,158,105,30,23,73,714
Ñuble,100019,909,189,1098,98547,24186,389,10182,2,59,41,7,11,30,318
Biobío,352573,3580,675,4255,347153,57094,1238,35954,0,156,85,21,50,56,985
Araucanía,215575,1986,570,2556,212638,34716,1003,11318,0,87,48,14,25,9,362
Los Ríos,105900,990,228,1218,104463,21082,534,6036,0,28,19,3,6,12,157
Los Lagos,195048,1940,366,2306,192374,24356,2627,16330,0,34,4,19,11,14,190
Aysén,24949,157,27,184,24658,7457,683,1794,0,10,4,6,0,3,75
Magallanes,51505,598,103,701,50528,5205,1116,3294,0,52,26,6,20,15,203
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3546493,45951,11424,57375,3479447,587525,21361,353898,13,1909,1109,289,511,677,10739
