Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80327,736,113,849,78846,25660,1426,3438,0,3,3,0,0,3,6
Tarapacá,114888,1041,99,1140,113157,30190,935,10389,0,6,4,0,2,3,13
Antofagasta,186468,1654,189,1843,183505,34153,2468,6818,0,5,4,0,1,2,11
Atacama,120872,600,98,698,119589,54030,1965,1742,0,1,0,1,0,1,1
Coquimbo,214411,1647,240,1887,211212,65658,2450,9400,0,5,2,0,3,5,10
Valparaíso,504707,5259,1013,6272,494786,155001,3767,50215,0,11,10,0,1,11,23
Metropolitana,2006444,24847,4550,29397,1963339,422270,31597,161614,1,23,12,1,10,10,55
O’Higgins,227161,2261,433,2694,222905,73924,1684,14808,0,1,0,0,1,1,3
Maule,352425,2826,416,3242,346506,112978,4777,10638,0,2,0,2,0,2,2
Ñuble,162179,1125,160,1285,159540,58005,2087,10180,0,2,2,0,0,2,4
Biobío,519632,4093,568,4661,511195,128234,4878,35888,0,2,1,0,1,0,6
Araucanía,297820,2369,471,2840,292474,59926,4739,11317,1,4,3,0,1,3,3
Los Ríos,150129,1191,211,1402,147437,47564,1913,6033,0,0,0,0,0,0,0
Los Lagos,245585,2210,269,2479,240998,40230,4485,16327,0,4,3,0,1,4,5
Aysén,37347,195,24,219,36898,14905,2686,1794,0,0,0,0,0,0,0
Magallanes,68856,650,57,707,67452,12445,3159,3288,0,5,2,0,3,2,8
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5289293,52704,8912,61616,5189880,1335173,75016,353889,2,74,46,4,24,49,150
