Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55829,672,140,812,54838,11979,507,3439,0,28,21,0,7,16,109
Tarapacá,80101,969,118,1087,78832,9918,330,10394,0,43,36,5,2,24,126
Antofagasta,124343,1480,286,1766,122027,10750,688,6822,0,160,50,87,23,97,464
Atacama,66850,473,113,586,66014,16608,280,1745,0,65,27,26,12,48,253
Coquimbo,128696,1388,290,1678,126407,20985,454,9381,0,172,120,41,11,120,573
Valparaíso,313956,4416,1207,5623,306560,62727,996,50211,0,681,417,66,198,333,1996
Metropolitana,1396220,22273,6070,28343,1358245,203189,10013,161569,6,2436,1539,204,693,994,10446
O’Higgins,152147,1960,562,2522,149014,33087,507,14804,0,210,136,50,24,140,687
Maule,242424,2427,498,2925,238474,63171,824,10642,0,240,193,39,8,155,882
Ñuble,101767,923,190,1113,100142,25057,415,10179,0,107,75,7,25,62,421
Biobío,356697,3610,676,4286,351024,58372,1270,35903,1,326,199,23,104,112,1077
Araucanía,217742,2007,570,2577,214643,35207,1037,11314,0,117,67,14,36,44,401
Los Ríos,106636,997,228,1225,105126,21441,544,6035,0,42,22,7,13,20,166
Los Lagos,195886,1953,368,2321,193180,24534,2754,16329,0,35,15,12,8,14,133
Aysén,25220,157,27,184,24952,7613,695,1795,0,7,6,1,0,6,39
Magallanes,52393,601,103,704,51418,5518,1201,3294,0,78,53,3,22,46,183
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3616950,46306,11448,57754,3540938,610156,22515,353856,7,4747,2976,585,1186,2231,17956
