Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71212,705,143,848,69673,20095,1093,3441,0,51,27,23,1,34,529
Tarapacá,100799,1006,119,1125,98602,20743,587,10393,0,115,60,43,12,39,914
Antofagasta,162277,1561,294,1855,158804,23855,1373,6820,0,194,92,75,27,51,1362
Atacama,98251,548,116,664,96347,36522,744,1745,0,137,48,36,53,79,1140
Coquimbo,181407,1508,297,1805,177627,45090,984,9393,0,223,130,54,39,90,1733
Valparaíso,417089,4790,1224,6014,407772,102026,1810,50203,3,413,260,49,104,169,2786
Metropolitana,1712373,23278,6155,29433,1672326,285921,16240,161575,8,1306,632,166,508,336,8717
O’Higgins,192005,2082,573,2655,187616,53578,885,14799,1,223,122,18,83,51,1507
Maule,298463,2577,504,3081,291735,86094,2940,10640,0,421,322,51,48,150,3018
Ñuble,128524,986,194,1180,125722,38216,746,10182,2,245,122,17,106,88,1295
Biobío,437543,3776,685,4461,427713,86176,2183,35910,0,549,308,123,118,188,4390
Araucanía,258139,2109,575,2684,252567,44852,1782,11313,1,393,154,48,191,73,2327
Los Ríos,127744,1061,230,1291,125009,31671,954,6034,0,168,92,4,72,80,1103
Los Lagos,221432,2027,374,2401,217100,31040,3456,16332,0,175,95,44,36,26,1299
Aysén,30790,167,27,194,30284,10745,1145,1794,0,25,12,7,6,10,236
Magallanes,61133,638,104,742,59857,8461,1821,3289,0,21,12,0,9,12,338
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4499223,48819,11616,60435,4398795,925085,38743,353863,15,4659,2488,758,1413,1476,32694
