Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,70204,700,143,843,68235,19546,1043,3441,0,177,83,87,7,74,979
Tarapacá,99119,999,118,1117,96542,19907,566,10393,0,283,147,36,100,145,1308
Antofagasta,159816,1553,294,1847,156027,23057,1322,6821,0,354,189,88,77,120,1708
Atacama,96229,544,116,660,94182,35287,704,1745,0,297,117,56,124,167,1299
Coquimbo,177792,1490,297,1787,173438,43616,933,9392,0,635,387,200,48,285,2350
Valparaíso,411180,4766,1223,5989,401211,99759,1763,50206,1,915,521,98,296,367,3555
Metropolitana,1694438,23196,6150,29346,1653959,280825,15806,161566,5,2566,1435,255,876,714,9504
O’Higgins,189065,2072,573,2645,184349,52183,847,14801,0,516,319,128,69,257,1866
Maule,291821,2552,504,3056,284597,83551,2592,10641,2,1013,663,183,167,376,3589
Ñuble,125696,982,194,1176,122645,37011,701,10180,0,438,237,35,166,205,1577
Biobío,429566,3760,685,4445,419479,83356,2102,35908,2,1165,621,246,298,448,4724
Araucanía,253025,2091,574,2665,247308,43752,1693,11313,2,777,331,137,309,166,2533
Los Ríos,125482,1047,230,1277,122400,30585,897,6034,0,363,188,36,139,170,1478
Los Lagos,218384,2014,374,2388,213616,30363,3345,16329,0,575,278,132,165,150,1786
Aysén,30277,166,27,193,29650,10474,1139,1794,0,88,50,22,16,57,362
Magallanes,60450,634,104,738,58962,8225,1752,3290,1,133,72,3,58,42,570
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4432586,48566,11608,60174,4326641,901497,37205,353854,13,10295,5638,1742,2915,3743,39188
