Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80154,731,113,844,78787,25524,1406,3439,0,5,4,1,0,4,13
Tarapacá,114491,1036,99,1135,112856,29893,925,10389,0,13,11,0,2,11,41
Antofagasta,186191,1650,189,1839,183471,34045,2447,6818,0,4,4,0,0,2,17
Atacama,120376,593,98,691,119172,53659,1910,1741,0,21,7,7,7,17,86
Coquimbo,213845,1636,240,1876,210924,65246,2253,9400,1,14,12,1,1,12,51
Valparaíso,503636,5213,1012,6225,494585,154265,3719,50205,0,42,25,6,11,29,149
Metropolitana,2003842,24725,4540,29265,1963729,421044,31297,161597,0,120,81,13,26,68,409
O’Higgins,226924,2252,433,2685,223023,73789,1675,14808,0,14,9,1,4,10,52
Maule,352163,2814,415,3229,346795,112851,4764,10637,0,17,5,2,10,5,73
Ñuble,161902,1116,160,1276,159541,57759,2060,10179,0,15,11,2,2,14,61
Biobío,519239,4079,566,4645,511578,128039,4844,35887,0,36,21,0,15,16,97
Araucanía,297624,2356,469,2825,292891,59853,4710,11314,0,16,9,5,2,10,41
Los Ríos,150073,1186,209,1395,147654,47537,1904,6033,0,1,1,0,0,1,7
Los Lagos,245479,2206,269,2475,241330,40194,4456,16328,0,3,0,0,3,0,17
Aysén,37311,194,24,218,36905,14874,2668,1794,0,0,0,0,0,0,1
Magallanes,68737,648,57,705,67476,12388,3132,3288,0,5,4,1,0,5,11
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5282029,52435,8894,61329,5190758,1330960,74170,353857,1,326,204,39,83,204,1126
