Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80374,736,113,849,78863,25695,1429,3436,0,2,2,0,0,1,6
Tarapacá,115001,1042,99,1141,113246,30274,944,10388,0,2,1,0,1,2,13
Antofagasta,186545,1655,189,1844,183532,34191,2474,6816,0,9,5,0,4,5,14
Atacama,120908,601,98,699,119580,54060,1972,1741,0,1,1,0,0,1,8
Coquimbo,214499,1651,241,1892,211223,65724,2465,9400,0,6,6,0,0,5,11
Valparaíso,504923,5259,1014,6273,494806,155164,3776,50207,0,10,7,0,3,9,37
Metropolitana,2006918,24854,4551,29405,1963074,422438,31650,161594,1,18,11,1,6,11,73
O’Higgins,227182,2261,433,2694,222848,73932,1684,14805,0,2,1,0,1,1,4
Maule,352453,2827,416,3243,346403,112989,4780,10633,0,1,1,0,0,1,5
Ñuble,162190,1125,160,1285,159497,58014,2090,10178,0,2,2,0,0,2,2
Biobío,519698,4094,568,4662,511073,128260,4879,35885,1,5,1,0,4,1,13
Araucanía,297850,2369,471,2840,292403,59940,4743,11307,0,2,0,1,1,1,5
Los Ríos,150136,1191,211,1402,147397,47570,1914,6033,0,0,0,0,0,0,0
Los Lagos,245654,2210,269,2479,240979,40249,4529,16321,0,3,3,0,0,3,6
Aysén,37358,195,24,219,36892,14910,2686,1794,0,0,0,0,0,0,2
Magallanes,68997,650,57,707,67536,12503,3183,3288,0,14,4,0,10,4,36
Se desconoce región de origen,41,0,1,1,40,0,0,0,0,0,0,0,0,0,0
Total,5290727,52720,8915,61635,5189392,1335913,75198,353826,2,77,45,2,30,47,235
