Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72835,720,144,864,71633,20999,1163,3441,0,15,12,3,0,11,122
Tarapacá,103293,1027,119,1146,101712,21989,618,10391,0,43,30,2,11,19,212
Antofagasta,166784,1596,298,1894,164090,25321,1527,6823,1,69,31,20,18,27,455
Atacama,102481,565,117,682,101228,39420,855,1744,0,59,25,28,6,38,408
Coquimbo,188796,1548,298,1846,186017,48553,1091,9390,0,91,67,20,4,37,554
Valparaíso,435375,4900,1226,6126,426642,110757,2008,50209,2,264,194,9,61,144,1708
Metropolitana,1776350,23619,6170,29789,1735184,306814,18322,161583,4,1430,822,96,512,521,8055
O’Higgins,200261,2126,575,2701,196345,56959,974,14801,2,143,83,15,45,39,818
Maule,314933,2646,504,3150,309288,92383,3755,10643,0,190,134,19,37,107,1631
Ñuble,137002,1010,194,1204,134542,42358,870,10182,0,139,98,6,35,72,800
Biobío,460867,3888,686,4574,452185,95728,2506,35897,0,393,261,42,90,213,2793
Araucanía,268692,2168,577,2745,264277,47491,2103,11313,3,193,92,21,80,38,888
Los Ríos,132712,1095,232,1327,130403,34394,1071,6035,0,78,38,1,39,40,501
Los Lagos,227056,2074,374,2448,223323,32657,3689,16330,0,62,20,12,30,18,485
Aysén,31941,174,27,201,31515,11432,1368,1794,0,19,9,4,6,14,120
Magallanes,62647,644,105,749,61458,9134,1931,3291,0,37,25,1,11,10,194
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4682067,49800,11648,61448,4589883,996389,43851,353867,12,3225,1941,299,985,1348,19744
