Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72843,720,144,864,71707,21002,1163,3441,0,8,5,3,0,4,56
Tarapacá,103337,1027,119,1146,101854,22014,620,10391,0,44,30,4,10,25,114
Antofagasta,166858,1596,298,1894,164398,25357,1529,6823,0,74,51,2,21,36,221
Atacama,102539,565,117,682,101509,39462,856,1744,0,57,29,20,8,42,185
Coquimbo,188890,1548,298,1846,186417,48604,1092,9390,0,93,72,16,5,51,248
Valparaíso,435608,4900,1226,6126,427865,110917,2014,50209,1,229,184,14,31,160,718
Metropolitana,1777403,23626,6170,29796,1740438,307382,18344,161583,2,1042,587,41,414,568,3827
O’Higgins,200369,2126,575,2701,196888,57023,975,14801,0,106,79,6,21,64,383
Maule,315141,2646,504,3150,310407,92472,3756,10643,0,194,139,32,23,89,720
Ñuble,137162,1010,194,1204,135101,42443,878,10182,0,161,137,0,24,85,401
Biobío,461250,3888,686,4574,454058,95921,2513,35896,1,380,291,23,66,193,1303
Araucanía,268809,2168,577,2745,264873,47536,2104,11316,3,115,62,8,45,45,408
Los Ríos,132777,1095,232,1327,130742,34450,1073,6035,0,64,49,5,10,56,227
Los Lagos,227120,2074,374,2448,223665,32687,3692,16330,0,62,40,5,17,30,207
Aysén,31949,174,27,201,31589,11437,1368,1794,0,8,5,0,3,5,54
Magallanes,62673,644,105,749,61586,9151,1932,3291,0,26,23,1,2,17,92
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4684770,49807,11648,61455,4603138,997858,43909,353869,7,2663,1783,180,700,1470,9164
