Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80224,736,113,849,78797,25579,1418,3438,0,1,0,0,1,1,5
Tarapacá,114767,1041,99,1140,113091,30094,934,10389,0,1,1,0,0,1,6
Antofagasta,186382,1652,189,1841,183530,34112,2462,6818,0,1,1,0,0,0,3
Atacama,120825,600,98,698,119601,53996,1958,1742,0,1,1,0,0,1,2
Coquimbo,214333,1645,240,1885,211274,65608,2447,9400,0,2,2,0,0,2,7
Valparaíso,504538,5250,1013,6263,495050,154885,3753,50212,0,5,3,0,2,2,13
Metropolitana,2006052,24829,4546,29375,1964433,422124,31555,161612,2,10,4,1,5,4,25
O’Higgins,227146,2260,433,2693,223076,73916,1684,14808,0,0,0,0,0,0,2
Maule,352409,2826,416,3242,346740,112970,4776,10641,0,1,1,0,0,1,1
Ñuble,162127,1124,160,1284,159621,57953,2074,10181,0,1,1,0,0,1,3
Biobío,519585,4089,567,4656,511498,128225,4871,35888,0,1,0,1,0,1,20
Araucanía,297801,2366,471,2837,292743,59919,4732,11314,0,1,1,0,0,1,1
Los Ríos,150114,1189,211,1400,147546,47563,1910,6033,0,4,2,0,2,0,3
Los Lagos,245555,2209,269,2478,241168,40219,4473,16327,0,0,0,0,0,0,0
Aysén,37343,195,24,219,36915,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68812,649,57,706,67474,12434,3150,3288,0,1,0,1,0,0,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288055,52660,8907,61567,5192598,1334499,74883,353885,2,30,17,3,10,15,92
