Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78486,739,144,883,77118,24382,1312,3440,0,51,38,13,0,39,177
Tarapacá,111430,1039,119,1158,109724,27700,785,10389,0,95,80,4,11,87,258
Antofagasta,179173,1625,299,1924,176444,30306,2011,6821,0,125,103,4,18,100,303
Atacama,112226,580,120,700,110984,46991,1234,1741,0,96,69,22,5,87,281
Coquimbo,204309,1611,299,1910,201524,58013,1672,9399,0,119,111,2,6,104,293
Valparaíso,476812,5116,1232,6348,468271,134906,2780,50207,1,298,255,5,38,258,713
Metropolitana,1911660,24298,6195,30493,1873320,367399,23736,161587,0,913,589,50,274,598,2362
O’Higgins,215481,2216,577,2793,211838,65700,1226,14800,0,84,65,4,15,51,217
Maule,338328,2773,507,3280,333470,104293,4265,10644,0,107,73,0,34,82,301
Ñuble,153157,1090,197,1287,150959,50766,1371,10181,0,92,64,2,26,62,252
Biobío,496472,4042,690,4732,489131,113354,3349,35893,0,255,198,0,57,204,729
Araucanía,286604,2272,580,2852,282370,53170,4022,11316,0,78,55,5,18,55,229
Los Ríos,143968,1146,233,1379,141719,42308,1507,6034,0,75,60,2,13,69,176
Los Lagos,238326,2147,376,2523,234571,36779,4065,16328,0,44,21,3,20,22,157
Aysén,35046,184,27,211,34669,13350,1894,1794,0,10,6,1,3,6,29
Magallanes,66565,662,106,768,65405,11042,2545,3288,0,25,17,2,6,17,60
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5048085,51540,11703,63243,4961558,1180459,57774,353862,1,2467,1804,119,544,1841,6537
