Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80357,736,113,849,78860,25684,1428,3438,0,6,4,2,0,4,7
Tarapacá,114957,1041,99,1140,113214,30241,939,10389,0,6,4,0,2,3,15
Antofagasta,186504,1654,189,1843,183519,34172,2470,6818,0,1,0,0,1,0,4
Atacama,120889,600,98,698,119581,54044,1969,1742,0,3,1,1,1,2,4
Coquimbo,214466,1649,240,1889,211229,65701,2462,9400,0,1,1,0,0,1,8
Valparaíso,504817,5259,1014,6273,494794,155080,3776,50215,0,16,10,1,5,12,39
Metropolitana,2006700,24851,4551,29402,1963187,422352,31620,161615,0,24,12,4,8,8,56
O’Higgins,227171,2261,433,2694,222876,73927,1684,14808,0,1,1,0,0,1,4
Maule,352446,2827,416,3243,346455,112988,4780,10638,0,1,1,0,0,1,2
Ñuble,162184,1125,160,1285,159519,58009,2088,10180,0,0,0,0,0,0,0
Biobío,519660,4093,568,4661,511131,128244,4877,35888,0,1,1,0,0,1,5
Araucanía,297837,2369,471,2840,292447,59933,4741,11316,0,1,0,0,1,1,4
Los Ríos,150135,1191,211,1402,147424,47570,1914,6033,0,1,1,0,0,1,0
Los Lagos,245616,2210,269,2479,240978,40241,4499,16327,0,2,0,0,2,0,5
Aysén,37350,195,24,219,36892,14908,2686,1794,0,0,0,0,0,0,0
Magallanes,68911,650,57,707,67488,12464,3168,3288,0,6,1,0,5,1,13
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5290042,52711,8914,61625,5189635,1335558,75101,353889,0,70,37,8,25,36,166
