Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80195,734,113,847,78806,25556,1415,3439,0,0,0,0,0,0,1
Tarapacá,114686,1039,99,1138,113039,30034,931,10389,0,13,10,0,3,11,21
Antofagasta,186317,1651,189,1840,183545,34096,2457,6818,0,3,2,0,1,2,5
Atacama,120712,598,98,696,119522,53908,1946,1741,0,11,1,7,3,8,31
Coquimbo,214245,1644,240,1884,211292,65552,2413,9401,0,3,2,0,1,3,11
Valparaíso,504300,5235,1012,6247,495110,154752,3744,50211,1,25,14,2,9,17,48
Metropolitana,2005531,24793,4543,29336,1964891,421892,31487,161601,0,48,18,5,25,15,115
O’Higgins,227110,2257,433,2690,223165,73899,1682,14808,0,2,0,0,2,0,5
Maule,352368,2824,416,3240,346908,112942,4774,10640,0,5,2,1,2,0,13
Ñuble,162072,1121,160,1281,159659,57902,2071,10180,0,8,3,0,5,6,15
Biobío,519513,4087,566,4653,511714,128200,4868,35887,0,5,5,0,0,2,12
Araucanía,297772,2361,470,2831,292923,59909,4730,11315,0,2,1,0,1,2,10
Los Ríos,150102,1189,209,1398,147611,47559,1908,6033,0,0,0,0,0,0,0
Los Lagos,245530,2209,269,2478,241286,40216,4463,16328,0,3,1,1,1,1,2
Aysén,37334,194,24,218,36915,14895,2679,1794,0,0,0,0,0,0,0
Magallanes,68787,649,57,706,67498,12423,3143,3288,0,0,0,0,0,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5286616,52585,8899,61484,5193925,1333735,74711,353873,1,128,59,16,53,67,291
