Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,65301,683,142,825,62989,16929,867,3441,1,275,138,112,25,153,1354
Tarapacá,91259,984,118,1102,88555,15619,496,10395,0,321,156,98,67,175,1472
Antofagasta,149694,1527,290,1817,144874,19154,1150,6822,0,613,283,174,156,214,2800
Atacama,89569,522,116,638,86851,31032,594,1746,0,385,144,116,125,235,2021
Coquimbo,164781,1462,296,1758,160114,37562,755,9394,3,598,354,206,38,302,2730
Valparaíso,392703,4688,1221,5909,382824,91943,1575,50207,1,918,542,97,279,392,3696
Metropolitana,1646505,23015,6143,29158,1606468,266774,14618,161560,5,2305,1277,268,760,631,9841
O’Higgins,179947,2041,571,2612,175463,47221,753,14799,0,397,255,77,65,222,1741
Maule,274566,2511,504,3015,268755,76291,1863,10639,0,622,494,78,50,258,2319
Ñuble,117901,954,194,1148,115368,33032,607,10183,1,301,216,25,60,164,1133
Biobío,407977,3718,684,4402,399073,75028,1852,35903,0,866,450,194,222,327,3719
Araucanía,239326,2054,574,2628,234402,40265,1457,11312,0,545,281,80,184,133,1871
Los Ríos,117842,1026,229,1255,115204,26489,752,6035,0,270,132,35,103,130,1104
Los Lagos,209255,1995,374,2369,205034,27808,3068,16327,1,354,214,71,69,96,1326
Aysén,28497,161,27,188,27969,9356,975,1795,0,70,38,11,21,41,272
Magallanes,58383,622,104,726,57056,7514,1551,3291,0,97,46,4,47,25,440
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4233549,47963,11589,59552,4131041,822017,32933,353849,12,8937,5020,1646,2271,3498,37839
