Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72094,713,144,857,70888,20589,1129,3441,0,35,25,6,4,28,167
Tarapacá,102305,1015,119,1134,100787,21502,597,10391,0,39,17,12,10,17,201
Antofagasta,164622,1580,297,1877,162033,24558,1461,6821,0,79,23,50,6,18,422
Atacama,100701,559,117,676,99436,38154,797,1745,0,74,32,36,6,42,456
Coquimbo,185417,1531,297,1828,182645,46856,1043,9391,0,127,84,32,11,49,646
Valparaíso,425263,4840,1225,6065,417005,105673,1894,50203,1,399,220,38,141,184,1547
Metropolitana,1737412,23424,6164,29588,1700506,293401,17012,161585,5,1190,670,112,408,396,4907
O’Higgins,195602,2100,573,2673,192006,54939,926,14798,0,166,86,56,24,63,632
Maule,305982,2608,504,3112,300851,88769,3321,10646,1,317,229,36,52,105,1302
Ñuble,132041,1000,194,1194,129877,39894,791,10181,0,123,91,7,25,55,606
Biobío,447705,3827,685,4512,440097,90093,2314,35904,1,499,283,104,112,182,2006
Araucanía,263328,2141,576,2717,259122,46055,1932,11315,1,217,140,27,50,35,856
Los Ríos,130136,1075,231,1306,127998,32888,1006,6034,0,119,64,15,40,65,451
Los Lagos,224590,2047,374,2421,220994,31839,3559,16332,0,127,72,19,36,23,486
Aysén,31400,173,27,200,31017,11098,1296,1794,0,20,13,3,4,13,98
Magallanes,61829,642,105,747,60788,8750,1864,3289,0,16,11,3,2,6,85
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4580469,49275,11634,60909,4496091,955058,40942,353870,9,3547,2060,556,931,1281,14868
