Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56400,672,140,812,55330,12254,535,3440,0,46,32,14,0,20,175
Tarapacá,80780,972,118,1090,79378,10146,336,10395,0,82,33,31,18,25,243
Antofagasta,126707,1485,287,1772,124040,11465,734,6824,0,280,118,106,56,76,783
Atacama,68438,479,113,592,67227,17591,304,1745,0,157,83,45,29,97,616
Coquimbo,131890,1391,291,1682,129050,22545,472,9385,1,366,216,91,59,190,1096
Valparaíso,327352,4436,1209,5645,317981,67724,1071,50217,2,1117,614,119,384,423,3853
Metropolitana,1455345,22335,6080,28415,1410563,218213,10895,161575,9,4485,2559,517,1409,1235,16883
O’Higgins,155958,1966,563,2529,152252,34819,537,14807,2,331,216,64,51,182,1201
Maule,247612,2436,499,2935,243113,65265,997,10643,1,433,330,71,32,160,1356
Ñuble,103895,927,191,1118,102102,26136,432,10179,0,118,79,14,25,91,548
Biobío,363076,3621,676,4297,356487,60161,1327,35901,4,627,292,162,173,167,1864
Araucanía,219640,2014,570,2584,216478,35612,1087,11313,1,145,87,9,49,34,387
Los Ríos,107592,1000,228,1228,105871,21865,555,6036,0,119,60,10,49,48,339
Los Lagos,197014,1957,371,2328,194070,24766,2787,16325,0,118,46,42,30,44,294
Aysén,25417,158,27,185,25128,7734,717,1796,0,16,9,3,4,14,51
Magallanes,53175,603,103,706,52107,5819,1246,3293,0,73,49,8,16,34,259
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3720334,46452,11468,57920,3631219,642115,24032,353874,20,8513,4823,1306,2384,2840,29948
