Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80031,731,113,844,78674,25433,1397,3439,0,8,6,1,1,6,30
Tarapacá,114128,1034,99,1133,112497,29605,905,10389,0,16,9,1,6,9,66
Antofagasta,185766,1645,189,1834,182962,33810,2405,6818,0,49,35,4,10,25,150
Atacama,119369,586,98,684,117936,52823,1803,1741,0,81,36,16,29,55,342
Coquimbo,213207,1625,240,1865,210270,64742,2190,9406,0,51,46,0,5,40,155
Valparaíso,501557,5168,1011,6179,492180,152786,3625,50212,0,237,164,5,68,165,684
Metropolitana,1996384,24621,4533,29154,1955097,416613,30471,161614,0,709,452,46,211,424,2307
O’Higgins,225966,2235,432,2667,221864,73124,1638,14807,0,99,70,7,22,69,343
Maule,351223,2799,414,3213,345718,112339,4726,10638,0,93,64,2,27,53,345
Ñuble,161183,1112,160,1272,158708,57159,2002,10179,0,72,51,0,21,49,231
Biobío,517651,4062,565,4627,509735,127120,4715,35895,0,137,74,4,59,81,526
Araucanía,296951,2334,469,2803,292148,59476,4650,11318,0,63,34,9,20,34,262
Los Ríos,149910,1180,209,1389,147500,47407,1887,6034,0,21,13,2,6,19,68
Los Lagos,245196,2198,268,2466,241062,40077,4440,16327,0,36,20,5,11,18,113
Aysén,37217,193,24,217,36786,14815,2624,1794,0,15,6,1,8,12,30
Magallanes,68549,645,57,702,67274,12266,3080,3289,0,19,13,0,6,5,56
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5264330,52168,8882,61050,5170452,1319595,72558,353900,0,1706,1093,103,510,1064,5708
