Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80159,732,113,845,78795,25528,1407,3439,0,4,4,0,0,3,10
Tarapacá,114512,1036,99,1135,112889,29909,926,10389,0,11,6,0,5,9,29
Antofagasta,186208,1650,189,1839,183488,34054,2448,6818,0,7,7,0,0,6,17
Atacama,120390,594,98,692,119224,53667,1911,1741,0,6,4,0,2,3,48
Coquimbo,213870,1637,240,1877,210962,65266,2256,9400,0,14,11,0,3,10,38
Valparaíso,503693,5214,1012,6226,494691,154313,3722,50206,0,36,27,1,8,31,100
Metropolitana,2004023,24735,4540,29275,1964030,421132,31306,161598,0,80,53,7,20,44,289
O’Higgins,226947,2254,433,2687,223063,73802,1677,14808,0,12,10,1,1,7,35
Maule,352178,2815,415,3230,346847,112861,4765,10637,0,6,4,0,2,4,36
Ñuble,161929,1116,160,1276,159582,57779,2063,10179,0,14,11,0,3,11,47
Biobío,519272,4080,566,4646,511638,128059,4846,35887,0,13,9,0,4,9,70
Araucanía,297641,2357,469,2826,292913,59859,4711,11314,0,3,1,0,2,2,36
Los Ríos,150075,1186,209,1395,147661,47538,1904,6033,0,1,1,0,0,1,2
Los Lagos,245481,2207,269,2476,241341,40194,4456,16328,0,1,0,0,1,0,8
Aysén,37311,194,24,218,36906,14874,2668,1794,0,0,0,0,0,0,0
Magallanes,68742,648,57,705,67482,12391,3132,3288,0,2,2,0,0,2,10
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5282473,52455,8894,61349,5191553,1331226,74198,353859,0,210,150,9,51,142,775
