Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56116,672,140,812,55039,12134,525,3440,1,36,14,19,3,16,185
Tarapacá,80380,971,118,1089,79067,10019,332,10396,2,58,27,20,11,15,160
Antofagasta,125411,1482,286,1768,122954,11112,721,6823,1,171,63,86,22,59,588
Atacama,67536,477,113,590,66534,17013,288,1745,0,120,71,32,17,89,409
Coquimbo,130131,1391,291,1682,127615,21674,464,9383,0,223,127,59,37,100,781
Valparaíso,320336,4425,1209,5634,311526,65212,1029,50219,5,1065,556,144,365,379,3340
Metropolitana,1424024,22310,6074,28384,1382082,210608,10420,161566,8,4106,2396,500,1210,1278,14209
O’Higgins,153772,1964,563,2527,150450,33853,522,14804,1,239,142,66,31,129,842
Maule,245034,2429,498,2927,240612,64239,909,10641,0,452,336,77,39,183,1313
Ñuble,102786,927,190,1117,101005,25570,424,10179,0,194,120,28,46,102,550
Biobío,359987,3617,676,4293,353511,59341,1298,35902,0,527,241,147,139,141,1803
Araucanía,218768,2011,570,2581,215619,35406,1063,11315,1,139,66,13,60,26,412
Los Ríos,107076,1000,228,1228,105489,21630,551,6038,0,80,34,12,34,20,222
Los Lagos,196330,1955,371,2326,193512,24652,2773,16332,0,68,33,17,18,19,204
Aysén,25322,158,27,185,25053,7670,705,1796,0,6,4,2,0,3,36
Magallanes,52810,603,103,706,51770,5673,1227,3293,0,66,46,3,17,19,238
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3665862,46392,11459,57851,3581880,625806,23251,353872,19,7550,4276,1225,2049,2578,25292
