Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,66727,689,142,831,64521,17772,912,3441,0,277,153,96,28,164,1240
Tarapacá,93613,987,118,1105,90387,16983,520,10395,0,499,262,130,107,301,1986
Antofagasta,153012,1536,292,1828,148210,20474,1200,6820,0,674,312,232,130,228,2762
Atacama,91741,530,116,646,89201,32373,622,1746,0,489,199,114,176,261,1827
Coquimbo,168682,1470,296,1766,163739,39417,802,9391,1,747,436,239,72,354,2986
Valparaíso,397735,4718,1222,5940,387617,94127,1629,50207,1,1051,625,94,332,448,3862
Metropolitana,1659556,23070,6144,29214,1619209,270515,14926,161559,7,2629,1530,249,850,729,9928
O’Higgins,182364,2050,572,2622,177680,48612,778,14801,2,525,345,110,70,294,1908
Maule,278684,2523,504,3027,271900,78049,2031,10641,0,895,660,143,92,351,3258
Ñuble,119799,960,194,1154,116911,34056,635,10185,2,429,289,29,111,187,1472
Biobío,413308,3731,684,4415,403705,77027,1913,35908,1,1187,628,248,311,420,4363
Araucanía,242363,2064,574,2638,237084,41123,1516,11312,1,673,313,101,259,173,2190
Los Ríos,119562,1034,229,1263,116628,27439,789,6035,0,419,267,40,112,247,1379
Los Lagos,211278,1997,374,2371,206783,28450,3134,16331,3,529,302,125,102,151,1580
Aysén,28886,163,27,190,28307,9566,1001,1795,0,103,67,9,27,58,320
Magallanes,58864,625,104,729,57579,7674,1593,3292,1,90,60,5,25,33,387
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4286216,48147,11594,59741,4179502,843657,34001,353859,19,11216,6448,1964,2804,4399,41448
