Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55459,670,140,810,54502,11710,497,3439,0,18,11,4,3,15,96
Tarapacá,79644,968,118,1086,78408,9764,325,10393,0,21,12,4,5,11,109
Antofagasta,123008,1474,286,1760,120924,10323,650,6822,0,47,24,16,7,11,262
Atacama,66107,472,113,585,65315,16158,271,1748,2,40,18,17,5,20,219
Coquimbo,126901,1380,289,1669,124844,20101,441,9380,0,78,41,20,17,42,378
Valparaíso,307427,4382,1201,5583,301062,60026,958,50210,2,283,180,26,77,116,1082
Metropolitana,1364268,22197,6061,28258,1332321,194910,9511,161553,4,1072,524,112,436,239,4881
O’Higgins,150237,1954,561,2515,147505,32176,492,14804,1,81,48,20,13,34,337
Maule,239699,2412,498,2910,236257,61787,774,10642,1,104,71,10,23,46,461
Ñuble,100409,917,189,1106,98988,24385,395,10180,0,53,35,1,17,27,246
Biobío,353599,3596,675,4271,348357,57431,1242,35904,3,142,72,49,21,40,747
Araucanía,216084,1997,570,2567,213158,34855,1007,11318,1,85,46,6,33,18,301
Los Ríos,106072,993,228,1221,104653,21159,539,6035,0,33,18,5,10,13,116
Los Lagos,195269,1943,367,2310,192613,24413,2642,16330,1,27,14,4,9,7,141
Aysén,25014,157,27,184,24749,7485,684,1795,0,9,4,5,0,3,44
Magallanes,51776,599,103,702,50824,5296,1173,3294,0,24,18,2,4,8,170
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3561016,46111,11428,57539,3494522,591979,21601,353847,15,2117,1136,301,680,650,9590
