codigo_provincia,provincia_residencia,fecha,positividad
112,Aisén,2020-03-19,NA
112,Aisén,2020-03-20,NA
112,Aisén,2020-03-21,NA
112,Aisén,2020-03-22,NA
112,Aisén,2020-03-23,NA
112,Aisén,2020-03-24,NA
112,Aisén,2020-03-25,0.03571428571428571
112,Aisén,2020-03-26,NA
112,Aisén,2020-03-27,NA
112,Aisén,2020-03-28,NA
112,Aisén,2020-03-29,NA
112,Aisén,2020-03-30,NA
112,Aisén,2020-03-31,NA
112,Aisén,2020-04-01,NA
112,Aisén,2020-04-02,NA
112,Aisén,2020-04-03,NA
112,Aisén,2020-04-04,NA
112,Aisén,2020-04-05,NA
112,Aisén,2020-04-06,NA
112,Aisén,2020-04-07,NA
112,Aisén,2020-04-08,NA
112,Aisén,2020-04-09,NA
112,Aisén,2020-04-10,NA
112,Aisén,2020-04-11,NA
112,Aisén,2020-04-12,0
112,Aisén,2020-04-13,0
112,Aisén,2020-04-14,0
112,Aisén,2020-04-15,0
112,Aisén,2020-04-16,0
112,Aisén,2020-04-17,0
112,Aisén,2020-04-18,0
112,Aisén,2020-04-19,0
112,Aisén,2020-04-20,0
112,Aisén,2020-04-21,0
112,Aisén,2020-04-22,0
112,Aisén,2020-04-23,0
112,Aisén,2020-04-24,0
112,Aisén,2020-04-25,0
112,Aisén,2020-04-26,0
112,Aisén,2020-04-27,NA
112,Aisén,2020-04-28,NA
112,Aisén,2020-04-29,NA
112,Aisén,2020-04-30,NA
112,Aisén,2020-05-01,NA
112,Aisén,2020-05-02,NA
112,Aisén,2020-05-03,NA
112,Aisén,2020-05-04,0.0037593984962406013
112,Aisén,2020-05-05,0.008367693427116176
112,Aisén,2020-05-06,0.008367693427116176
112,Aisén,2020-05-07,0.008367693427116176
112,Aisén,2020-05-08,0.008367693427116176
112,Aisén,2020-05-09,0.008367693427116176
112,Aisén,2020-05-10,0.04011372517314792
112,Aisén,2020-05-11,0.03635432667690732
112,Aisén,2020-05-12,0.03939909297052154
112,Aisén,2020-05-13,0.03939909297052154
112,Aisén,2020-05-14,0.04589259946402803
112,Aisén,2020-05-15,0.04589259946402803
112,Aisén,2020-05-16,0.04589259946402803
112,Aisén,2020-05-17,0.01414656771799629
112,Aisén,2020-05-18,0.01725215778010809
112,Aisén,2020-05-19,0.014207391486493871
112,Aisén,2020-05-20,0.014207391486493871
112,Aisén,2020-05-21,0.007713884992987377
112,Aisén,2020-05-22,0.015650392929495313
112,Aisén,2020-05-23,0.03350753578663817
112,Aisén,2020-05-24,0.05731705959616198
112,Aisén,2020-05-25,0.05671773519821058
112,Aisén,2020-05-26,0.05687134502923977
112,Aisén,2020-05-27,0.06188387635756057
112,Aisén,2020-05-28,0.06707868155236577
112,Aisén,2020-05-29,0.05914217361585782
112,Aisén,2020-05-30,0.04968839210325278
112,Aisén,2020-05-31,0.037783630198490875
112,Aisén,2020-06-01,0.035277364534330474
112,Aisén,2020-06-02,0.030515459772425715
112,Aisén,2020-06-03,0.02970460911637382
112,Aisén,2020-06-04,0.024509803921568627
112,Aisén,2020-06-05,0.026414565826330533
112,Aisén,2020-06-06,0.018011204481792716
112,Aisén,2020-06-07,0.006106442577030812
112,Aisén,2020-06-08,0.007892156862745098
112,Aisén,2020-06-09,0.010868347338935574
112,Aisén,2020-06-10,0.011509281678773204
112,Aisén,2020-06-11,0.013776855374918328
112,Aisén,2020-06-12,0.011872093470156424
112,Aisén,2020-06-13,0.020275454814694237
112,Aisén,2020-06-14,0.020275454814694237
112,Aisén,2020-06-15,0.018489740528979955
112,Aisén,2020-06-16,0.0177811237489346
112,Aisén,2020-06-17,0.018504371445547917
112,Aisén,2020-06-18,0.019899801412406454
112,Aisén,2020-06-19,0.019899801412406454
112,Aisén,2020-06-20,0.01149644006786864
112,Aisén,2020-06-21,0.015159443730872302
112,Aisén,2020-06-22,0.022302300873729444
112,Aisén,2020-06-23,0.028781082862715517
112,Aisén,2020-06-24,0.02519934713812265
112,Aisén,2020-06-25,0.021536343475118985
112,Aisén,2020-06-26,0.025788044155391095
112,Aisén,2020-06-27,0.025788044155391095
112,Aisén,2020-06-28,0.02673333542326301
112,Aisén,2020-06-29,0.019590478280405863
112,Aisén,2020-06-30,0.012629836880988954
112,Aisén,2020-07-01,0.012657782331469617
112,Aisén,2020-07-02,0.01482228449597178
112,Aisén,2020-07-03,0.016209681560060574
112,Aisén,2020-07-04,0.016209681560060574
112,Aisén,2020-07-05,0.04731567234347071
112,Aisén,2020-07-06,0.04824937915953047
112,Aisén,2020-07-07,0.048884972379869454
112,Aisén,2020-07-08,0.05258718565954752
112,Aisén,2020-07-09,0.06232744539980726
112,Aisén,2020-07-10,0.06318185414895285
112,Aisén,2020-07-11,0.07303407089772132
112,Aisén,2020-07-12,0.03731978518343561
112,Aisén,2020-07-13,0.03930153026241959
112,Aisén,2020-07-14,0.04562657844149751
112,Aisén,2020-07-15,0.042110094925014
112,Aisén,2020-07-16,0.030205333020252093
112,Aisén,2020-07-17,0.02662727842178933
112,Aisén,2020-07-18,0.016775061673020855
112,Aisén,2020-07-19,0.016775061673020855
112,Aisén,2020-07-20,0.013859609777977124
112,Aisén,2020-07-21,0.006649352403137789
112,Aisén,2020-07-22,0.00445155020533559
112,Aisén,2020-07-23,0.007735622454925081
112,Aisén,2020-07-24,0.00482017055988135
112,Aisén,2020-07-25,0.01959849568303406
112,Aisén,2020-07-26,0.02912230520684358
112,Aisén,2020-07-27,0.030736510210879094
112,Aisén,2020-07-28,0.030753206931643136
112,Aisén,2020-07-29,0.032823600306384336
112,Aisén,2020-07-30,0.03120065762490116
112,Aisén,2020-07-31,0.03120065762490116
112,Aisén,2020-08-01,0.01642233250174845
112,Aisén,2020-08-02,0.006898522977938926
112,Aisén,2020-08-03,0.008323831651714964
112,Aisén,2020-08-04,0.008727983783085678
112,Aisén,2020-08-05,0.007980341731095799
112,Aisén,2020-08-06,0.020017842299975788
112,Aisén,2020-08-07,0.02263907427900593
112,Aisén,2020-08-08,0.02263907427900593
112,Aisén,2020-08-09,0.02263907427900593
112,Aisén,2020-08-10,0.01959956060119438
112,Aisén,2020-08-11,0.017642613438767767
112,Aisén,2020-08-12,0.017823621514512687
112,Aisén,2020-08-13,0.005712292964827973
112,Aisén,2020-08-14,0.0058121494211719775
112,Aisén,2020-08-15,0.018799162408184966
112,Aisén,2020-08-16,0.018799162408184966
112,Aisén,2020-08-17,0.018799162408184966
112,Aisén,2020-08-18,0.020654449977758248
112,Aisén,2020-08-19,0.023568952729482923
112,Aisén,2020-08-20,0.024402958648234604
112,Aisén,2020-08-21,0.022764121295111534
112,Aisén,2020-08-22,0.017295905300579752
112,Aisén,2020-08-23,0.02622447672915118
112,Aisén,2020-08-24,0.02622447672915118
112,Aisén,2020-08-25,0.026501385321624805
112,Aisén,2020-08-26,0.02208312317140389
112,Aisén,2020-08-27,0.01966181566535062
112,Aisén,2020-08-28,0.01857956458309954
112,Aisén,2020-08-29,0.016162808406944867
112,Aisén,2020-08-30,0.0072342369783734385
112,Aisén,2020-08-31,0.010530940275076735
112,Aisén,2020-09-01,0.011573347287633002
112,Aisén,2020-09-02,0.01649945566201724
112,Aisén,2020-09-03,0.021034603054307488
112,Aisén,2020-09-04,0.022215240598581397
112,Aisén,2020-09-05,0.017113199782254864
112,Aisén,2020-09-06,0.017113199782254864
112,Aisén,2020-09-07,0.017456168915032915
112,Aisén,2020-09-08,0.020088766669581887
112,Aisén,2020-09-09,0.016305515438054797
112,Aisén,2020-09-10,0.014093248417425406
112,Aisén,2020-09-11,0.01639693143064279
112,Aisén,2020-09-12,0.019571534605245963
112,Aisén,2020-09-13,0.019571534605245963
112,Aisén,2020-09-14,0.020084686096030396
112,Aisén,2020-09-15,0.01685148774088082
112,Aisén,2020-09-16,0.021065773455166536
112,Aisén,2020-09-17,0.021917496258108852
112,Aisén,2020-09-18,0.01843317570061756
112,Aisén,2020-09-19,0.015258572526014386
112,Aisén,2020-09-20,0.019068096335538198
112,Aisén,2020-09-21,0.015626004469288052
112,Aisén,2020-09-22,0.014393383518357242
112,Aisén,2020-09-23,0.010161100053790312
112,Aisén,2020-09-24,0.008739345257802388
112,Aisén,2020-09-25,0.011031171079039974
112,Aisén,2020-09-26,0.01919443638516242
112,Aisén,2020-09-27,0.022903709568119816
112,Aisén,2020-09-28,0.024790380111506777
112,Aisén,2020-09-29,0.028581590447374277
112,Aisén,2020-09-30,0.03072203717724733
112,Aisén,2020-10-01,0.030766133991803685
112,Aisén,2020-10-02,0.03244256213882007
112,Aisén,2020-10-03,0.028743582546983334
112,Aisén,2020-10-04,0.02122478555450213
112,Aisén,2020-10-05,0.019320864233105084
112,Aisén,2020-10-06,0.018624829505754104
112,Aisén,2020-10-07,0.017767228038200793
112,Aisén,2020-10-08,0.024034798974061442
112,Aisén,2020-10-09,0.022942863318367396
112,Aisén,2020-10-10,0.02482778395328803
112,Aisén,2020-10-11,0.02482778395328803
112,Aisén,2020-10-12,0.028215935330343708
112,Aisén,2020-10-13,0.027489953237901987
112,Aisén,2020-10-14,0.029866937578221633
112,Aisén,2020-10-15,0.021802421449189376
112,Aisén,2020-10-16,0.02308699079266274
112,Aisén,2020-10-17,0.05310142080709275
112,Aisén,2020-10-18,0.0728058543046297
112,Aisén,2020-10-19,0.07210946200363347
112,Aisén,2020-10-20,0.07919253765813769
112,Aisén,2020-10-21,0.07753610726563354
112,Aisén,2020-10-22,0.07928537840265978
112,Aisén,2020-10-23,0.0762233918455276
112,Aisén,2020-10-24,0.03985975548189123
112,Aisén,2020-10-25,0.020155321984354286
112,Aisén,2020-10-26,0.02174520601039874
112,Aisén,2020-10-27,0.015759247524440256
112,Aisén,2020-10-28,0.01819685163044895
112,Aisén,2020-10-29,0.017951339891918952
112,Aisén,2020-10-30,0.018668419422557803
112,Aisén,2020-10-31,0.029250430004568385
112,Aisén,2020-11-01,0.029250430004568385
112,Aisén,2020-11-02,0.025723182074335382
112,Aisén,2020-11-03,0.021736507829040446
112,Aisén,2020-11-04,0.019110092504212424
112,Aisén,2020-11-05,0.02002764061176945
112,Aisén,2020-11-06,0.02059261236318188
112,Aisén,2020-11-07,0.010010601781171299
112,Aisén,2020-11-08,0.01657874628035028
112,Aisén,2020-11-09,0.017216375567614604
112,Aisén,2020-11-10,0.016395357505217232
112,Aisén,2020-11-11,0.015516349681764964
112,Aisén,2020-11-12,0.015868967279733887
112,Aisén,2020-11-13,0.01778806267709015
112,Aisén,2020-11-14,0.01778806267709015
112,Aisén,2020-11-15,0.0163219589942377
112,Aisén,2020-11-16,0.015460943055015297
112,Aisén,2020-11-17,0.016515239312263584
112,Aisén,2020-11-18,0.016270780381363974
112,Aisén,2020-11-19,0.01968358193650939
112,Aisén,2020-11-20,0.01714720258853584
112,Aisén,2020-11-21,0.01714720258853584
112,Aisén,2020-11-22,0.019837369564417097
112,Aisén,2020-11-23,0.023166095477092925
112,Aisén,2020-11-24,0.024482872130336637
112,Aisén,2020-11-25,0.024254193088098272
112,Aisén,2020-11-26,0.019980731735053117
112,Aisén,2020-11-27,0.02068011749191014
112,Aisén,2020-11-28,0.024881798164179045
112,Aisén,2020-11-29,0.02049095091618894
112,Aisén,2020-11-30,0.016827810864025544
112,Aisén,2020-12-01,0.01659691986899636
112,Aisén,2020-12-02,0.01761888116493026
112,Aisén,2020-12-03,0.01570561585880781
112,Aisén,2020-12-04,0.013992467933332977
112,Aisén,2020-12-05,0.012341807669227335
112,Aisén,2020-12-06,0.011797589982152504
112,Aisén,2020-12-07,0.014278774334149858
112,Aisén,2020-12-08,0.012138592418687044
112,Aisén,2020-12-09,0.010603443391520301
112,Aisén,2020-12-10,0.011128653475553914
112,Aisén,2020-12-11,0.012066036302700521
112,Aisén,2020-12-12,0.013483269862791223
112,Aisén,2020-12-13,0.010626127005648366
112,Aisén,2020-12-14,0.008144942653651014
112,Aisén,2020-12-15,0.008716371225079584
112,Aisén,2020-12-16,0.009909831065155967
112,Aisén,2020-12-17,0.011924303520804893
112,Aisén,2020-12-18,0.011937694704049843
112,Aisén,2020-12-19,0.010039834110537077
112,Aisén,2020-12-20,0.014121466763598302
112,Aisén,2020-12-21,0.01677330373998923
112,Aisén,2020-12-22,0.01818600215268764
112,Aisén,2020-12-23,0.019402749014033806
112,Aisén,2020-12-24,0.021670758782043574
112,Aisén,2020-12-25,0.01997007850993473
112,Aisén,2020-12-26,0.01789968513519353
112,Aisén,2020-12-27,0.017389481053560876
112,Aisén,2020-12-28,0.01602148146421741
112,Aisén,2020-12-29,0.02026937749063693
112,Aisén,2020-12-30,0.01908920439858343
112,Aisén,2020-12-31,0.016479314288693318
112,Aisén,2021-01-01,0.02312383256111857
112,Aisén,2021-01-02,0.027769593304440288
112,Aisén,2021-01-03,0.03372197425682124
112,Aisén,2021-01-04,0.03813133968602237
112,Aisén,2021-01-05,0.04335653114020913
112,Aisén,2021-01-06,0.05134839397078164
112,Aisén,2021-01-07,0.05710409437316299
112,Aisén,2021-01-08,0.05998338562454726
112,Aisén,2021-01-09,0.080797313707251
112,Aisén,2021-01-10,0.09884242648920588
112,Aisén,2021-01-11,0.09885696786735838
112,Aisén,2021-01-12,0.09703430489764174
112,Aisén,2021-01-13,0.0933828128740567
112,Aisén,2021-01-14,0.09309678404304184
112,Aisén,2021-01-15,0.08901515138998062
112,Aisén,2021-01-16,0.07960682692992627
112,Aisén,2021-01-17,0.0837839363701936
112,Aisén,2021-01-18,0.08383736001271046
112,Aisén,2021-01-19,0.07972563620546998
112,Aisén,2021-01-20,0.07732020229082345
112,Aisén,2021-01-21,0.07586390864587837
112,Aisén,2021-01-22,0.07565982701322531
112,Aisén,2021-01-23,0.06562350024123917
112,Aisén,2021-01-24,0.04781475072517258
112,Aisén,2021-01-25,0.04221650828482487
112,Aisén,2021-01-26,0.04062552856559395
112,Aisén,2021-01-27,0.04145829543351261
112,Aisén,2021-01-28,0.04037532043749414
112,Aisén,2021-01-29,0.03784541748105089
112,Aisén,2021-01-30,0.04402550183828544
112,Aisén,2021-01-31,0.034289900280589196
112,Aisén,2021-02-01,0.036622139579653136
112,Aisén,2021-02-02,0.03616251383333014
112,Aisén,2021-02-03,0.03157657125680672
112,Aisén,2021-02-04,0.029975702989271786
112,Aisén,2021-02-05,0.02925163769174677
112,Aisén,2021-02-06,0.021452120136131656
112,Aisén,2021-02-07,0.028239450452873738
112,Aisén,2021-02-08,0.028211166460376066
112,Aisén,2021-02-09,0.026295970318340686
112,Aisén,2021-02-10,0.031030754597500855
112,Aisén,2021-02-11,0.030009683400991062
112,Aisén,2021-02-12,0.031022559413867078
112,Aisén,2021-02-13,0.02662695501826268
112,Aisén,2021-02-14,0.015637944029251692
112,Aisén,2021-02-15,0.01686814363298712
112,Aisén,2021-02-16,0.015926881099598306
112,Aisén,2021-02-17,0.013073986119172626
112,Aisén,2021-02-18,0.013063041727626073
112,Aisén,2021-02-19,0.010504250825276888
112,Aisén,2021-02-20,0.010504250825276888
112,Aisén,2021-02-21,0.010504250825276888
112,Aisén,2021-02-22,0.008369578001152555
112,Aisén,2021-02-23,0.01035911189247871
112,Aisén,2021-02-24,0.01051232234793161
112,Aisén,2021-02-25,0.00801700107531776
112,Aisén,2021-02-26,0.00841177523639073
112,Aisén,2021-02-27,0.011813135780608415
112,Aisén,2021-02-28,0.011813135780608415
112,Aisén,2021-03-01,0.01287615280122546
112,Aisén,2021-03-02,0.013415509451151587
112,Aisén,2021-03-03,0.013228768087939637
112,Aisén,2021-03-04,0.017000573839943408
112,Aisén,2021-03-05,0.018757143043862723
112,Aisén,2021-03-06,0.025207999248413507
112,Aisén,2021-03-07,0.033371264554535957
112,Aisén,2021-03-08,0.034125058319206834
112,Aisén,2021-03-09,0.03444360769435998
112,Aisén,2021-03-10,0.034216378159478186
112,Aisén,2021-03-11,0.03430557626847827
112,Aisén,2021-03-12,0.03384187114896823
112,Aisén,2021-03-13,0.03171166212220748
112,Aisén,2021-03-14,0.027307795312325633
112,Aisén,2021-03-15,0.027733337068610472
112,Aisén,2021-03-16,0.028979709743554575
112,Aisén,2021-03-17,0.03122807293515109
112,Aisén,2021-03-18,0.029431478653007676
112,Aisén,2021-03-19,0.029653964907783558
112,Aisén,2021-03-20,0.027356911977819236
112,Aisén,2021-03-21,0.05038322776729292
112,Aisén,2021-03-22,0.04828055798515926
112,Aisén,2021-03-23,0.04865285649410373
112,Aisén,2021-03-24,0.050432425122392995
112,Aisén,2021-03-25,0.051241578761923354
112,Aisén,2021-03-26,0.05004842121976459
112,Aisén,2021-03-27,0.06660148840574318
112,Aisén,2021-03-28,0.04602695424425249
112,Aisén,2021-03-29,0.048573534491575365
112,Aisén,2021-03-30,0.04711747565304025
112,Aisén,2021-03-31,0.04672550704576197
112,Aisén,2021-04-01,0.0468127136275192
112,Aisén,2021-04-02,0.05125977547112457
112,Aisén,2021-04-03,0.03821032492167402
112,Aisén,2021-04-04,0.036328149126454747
112,Aisén,2021-04-05,0.03462484529371218
112,Aisén,2021-04-06,0.036157759643885415
112,Aisén,2021-04-07,0.032865739318167185
112,Aisén,2021-04-08,0.03779762934438063
112,Aisén,2021-04-09,0.03813321590174196
112,Aisén,2021-04-10,0.037733429121358165
112,Aisén,2021-04-11,0.03697585336378241
112,Aisén,2021-04-12,0.0367268157239781
112,Aisén,2021-04-13,0.03748524532856155
112,Aisén,2021-04-14,0.03832373862061522
112,Aisén,2021-04-15,0.033582339298455416
112,Aisén,2021-04-16,0.03405235202566279
112,Aisén,2021-04-17,0.03418157603548382
112,Aisén,2021-04-18,0.05482322252458793
112,Aisén,2021-04-19,0.06134803686473901
112,Aisén,2021-04-20,0.06088834098585558
112,Aisén,2021-04-21,0.06245520076987653
112,Aisén,2021-04-22,0.06349441645615105
112,Aisén,2021-04-23,0.0612882569474927
112,Aisén,2021-04-24,0.06039422344476354
112,Aisén,2021-04-25,0.05088703073717203
112,Aisén,2021-04-26,0.04484605452430502
112,Aisén,2021-04-27,0.04410215119099885
112,Aisén,2021-04-28,0.041326261550784005
112,Aisén,2021-04-29,0.045511774192322704
112,Aisén,2021-04-30,0.04635211032677649
112,Aisén,2021-05-01,0.06504316162652343
112,Aisén,2021-05-02,0.07255950149580448
112,Aisén,2021-05-03,0.07144442710395385
112,Aisén,2021-05-04,0.07222537204733534
112,Aisén,2021-05-05,0.07205990332464232
112,Aisén,2021-05-06,0.0688141433797624
112,Aisén,2021-05-07,0.07362434332180819
112,Aisén,2021-05-08,0.04923971024152293
112,Aisén,2021-05-09,0.04106901026754427
112,Aisén,2021-05-10,0.0451443421601037
112,Aisén,2021-05-11,0.04289658991235145
112,Aisén,2021-05-12,0.047159220984634
112,Aisén,2021-05-13,0.05095756352607046
112,Aisén,2021-05-14,0.050096355768310986
112,Aisén,2021-05-15,0.06560837997598737
112,Aisén,2021-05-16,0.08517030310589507
112,Aisén,2021-05-17,0.08758139412458102
112,Aisén,2021-05-18,0.0958974905607819
112,Aisén,2021-05-19,0.09812324572771354
112,Aisén,2021-05-20,0.09862601965281756
112,Aisén,2021-05-21,0.10473373307760415
112,Aisén,2021-05-22,0.0947849032814461
112,Aisén,2021-05-23,0.08117145790329486
112,Aisén,2021-05-24,0.08087622226835371
112,Aisén,2021-05-25,0.07824194401397103
112,Aisén,2021-05-26,0.08256625438328004
112,Aisén,2021-05-27,0.08170633760103316
112,Aisén,2021-05-28,0.07492205207110303
112,Aisén,2021-05-29,0.08316148015785936
112,Aisén,2021-05-30,0.07903449603087523
112,Aisén,2021-05-31,0.08117859518238721
112,Aisén,2021-06-01,0.08636362099994314
112,Aisén,2021-06-02,0.08325405395370593
112,Aisén,2021-06-03,0.08779854172400016
112,Aisén,2021-06-04,0.08945088224677257
112,Aisén,2021-06-05,0.08038058746219208
112,Aisén,2021-06-06,0.07726267362999253
112,Aisén,2021-06-07,0.07788715222264046
112,Aisén,2021-06-08,0.07817001123343448
112,Aisén,2021-06-09,0.07932003291184064
112,Aisén,2021-06-10,0.07896798500408937
112,Aisén,2021-06-11,0.08153832405866497
112,Aisén,2021-06-12,0.08153832405866497
112,Aisén,2021-06-13,0.08177023500486162
112,Aisén,2021-06-14,0.07926062290180874
112,Aisén,2021-06-15,0.07574852038638397
112,Aisén,2021-06-16,0.07596940502937917
112,Aisén,2021-06-17,0.07267672838704142
112,Aisén,2021-06-18,0.06205973481169279
112,Aisén,2021-06-19,0.061536448574120835
112,Aisén,2021-06-20,0.057766025448859
112,Aisén,2021-06-21,0.057879245156055414
112,Aisén,2021-06-22,0.05382589824556565
112,Aisén,2021-06-23,0.04990125146377601
112,Aisén,2021-06-24,0.04645778721885712
112,Aisén,2021-06-25,0.05384138581958773
112,Aisén,2021-06-26,0.04869573781679687
112,Aisén,2021-06-27,0.05223424999586205
112,Aisén,2021-06-28,0.05204428039099883
112,Aisén,2021-06-29,0.048332425150759306
112,Aisén,2021-06-30,0.04695391737566305
112,Aisén,2021-07-01,0.04514026483948334
112,Aisén,2021-07-02,0.04128910605535901
112,Aisén,2021-07-03,0.04015531920728645
112,Aisén,2021-07-04,0.03172922149547445
112,Aisén,2021-07-05,0.028794656060909012
112,Aisén,2021-07-06,0.031489457958513795
112,Aisén,2021-07-07,0.03180600248677286
112,Aisén,2021-07-08,0.03376183730063255
112,Aisén,2021-07-09,0.03276536896051269
112,Aisén,2021-07-10,0.035460786750270104
112,Aisén,2021-07-11,0.031131782421265772
112,Aisén,2021-07-12,0.027629470779419248
112,Aisén,2021-07-13,0.025186777299475303
112,Aisén,2021-07-14,0.022551379706094516
112,Aisén,2021-07-15,0.017961748010650338
112,Aisén,2021-07-16,0.014920080803300508
112,Aisén,2021-07-17,0.013523364312244393
112,Aisén,2021-07-18,0.01692472485646208
112,Aisén,2021-07-19,0.015694462229310497
112,Aisén,2021-07-20,0.013181203078883204
112,Aisén,2021-07-21,0.010649621599933304
112,Aisén,2021-07-22,0.009932528624197974
112,Aisén,2021-07-23,0.008832764777454583
112,Aisén,2021-07-24,0.007534063478753284
112,Aisén,2021-07-25,0.004132702934535598
112,Aisén,2021-07-26,0.003349854602683971
112,Aisén,2021-07-27,0.002491853744683113
112,Aisén,2021-07-28,0.0030662062927198715
112,Aisén,2021-07-29,0.002203021139504507
112,Aisén,2021-07-30,0.0033889580693425214
112,Aisén,2021-07-31,0.004550398255172951
112,Aisén,2021-08-01,0.004550398255172951
112,Aisén,2021-08-02,0.005037065827267659
112,Aisén,2021-08-03,0.006795307585509417
112,Aisén,2021-08-04,0.006921631459711051
112,Aisén,2021-08-05,0.007412549476402263
112,Aisén,2021-08-06,0.00696754388795999
112,Aisén,2021-08-07,0.006848856569699946
112,Aisén,2021-08-08,0.009649977017879218
112,Aisén,2021-08-09,0.009322481154669068
112,Aisén,2021-08-10,0.008713224459621489
112,Aisén,2021-08-11,0.008869746325362127
112,Aisén,2021-08-12,0.01027097589618274
112,Aisén,2021-08-13,0.010699611300187603
112,Aisén,2021-08-14,0.011017402650304292
112,Aisén,2021-08-15,0.012357068951607422
112,Aisén,2021-08-16,0.011719313849566607
112,Aisén,2021-08-17,0.01209549401260527
112,Aisén,2021-08-18,0.011235860092299552
112,Aisén,2021-08-19,0.009343712504787726
112,Aisén,2021-08-20,0.008627531604275028
112,Aisén,2021-08-21,0.007266987386587953
112,Aisén,2021-08-22,0.005632466301265952
112,Aisén,2021-08-23,0.006872007670959166
112,Aisén,2021-08-24,0.005346842444726324
112,Aisén,2021-08-25,0.0045138561889995436
112,Aisén,2021-08-26,0.0045138561889995436
112,Aisén,2021-08-27,0.0037458070338536142
112,Aisén,2021-08-28,0.0037458070338536142
112,Aisén,2021-08-29,0.0012395413696932136
112,Aisén,2021-08-30,0
112,Aisén,2021-08-31,3.653635367190355e-4
112,Aisén,2021-09-01,3.653635367190355e-4
112,Aisén,2021-09-02,3.653635367190355e-4
112,Aisén,2021-09-03,3.653635367190355e-4
112,Aisén,2021-09-04,3.653635367190355e-4
112,Aisén,2021-09-05,3.653635367190355e-4
112,Aisén,2021-09-06,0.0010656436487638534
112,Aisén,2021-09-07,0.0011878471525128822
112,Aisén,2021-09-08,0.0011878471525128822
112,Aisén,2021-09-09,0.0020589272918857047
112,Aisén,2021-09-10,0.0029247281576865705
112,Aisén,2021-09-11,0.0029247281576865705
112,Aisén,2021-09-12,0.005387782344878689
112,Aisén,2021-09-13,0.007616236368857301
112,Aisén,2021-09-14,0.007128669328389237
112,Aisén,2021-09-15,0.011249548449268357
112,Aisén,2021-09-16,0.01162431548597527
112,Aisén,2021-09-17,0.011874586048745831
112,Aisén,2021-09-18,0.011874586048745831
112,Aisén,2021-09-19,0.011543728023600623
112,Aisén,2021-09-20,0.010566594199833242
112,Aisén,2021-09-21,0.012434007831952757
112,Aisén,2021-09-22,0.00970346586783415
112,Aisén,2021-09-23,0.01098287121700694
112,Aisén,2021-09-24,0.012348189366599285
112,Aisén,2021-09-25,0.013464260795170713
112,Aisén,2021-09-26,0.011332064633123804
112,Aisén,2021-09-27,0.011183078110863248
112,Aisén,2021-09-28,0.009691604328367794
112,Aisén,2021-09-29,0.010414538515647854
112,Aisén,2021-09-30,0.008755086856196194
112,Aisén,2021-10-01,0.007345125849460994
112,Aisén,2021-10-02,0.006229054420889566
112,Aisén,2021-10-03,0.006229054420889566
112,Aisén,2021-10-04,0.0071029210591309405
112,Aisén,2021-10-05,0.00763401068796493
112,Aisén,2021-10-06,0.008278599244641398
112,Aisén,2021-10-07,0.010368463403471076
112,Aisén,2021-10-08,0.009674963781400025
112,Aisén,2021-10-09,0.009674963781400025
112,Aisén,2021-10-10,0.009674963781400025
112,Aisén,2021-10-11,0.006998483353163156
112,Aisén,2021-10-12,0.008807369138148887
112,Aisén,2021-10-13,0.006049509237431843
112,Aisén,2021-10-14,0.0030938442128013014
112,Aisén,2021-10-15,0.0027159152634437804
112,Aisén,2021-10-16,0.0027159152634437804
112,Aisén,2021-10-17,0.007558530275550318
112,Aisén,2021-10-18,0.00820494268666861
112,Aisén,2021-10-19,0.006689507615301662
112,Aisén,2021-10-20,0.007157891690243114
112,Aisén,2021-10-21,0.009191445325220236
112,Aisén,2021-10-22,0.01187841352942982
112,Aisén,2021-10-23,0.013003272922005748
112,Aisén,2021-10-24,0.00816065790989921
112,Aisén,2021-10-25,0.010752820525769043
112,Aisén,2021-10-26,0.01382950029947493
112,Aisén,2021-10-27,0.01483894873684875
112,Aisén,2021-10-28,0.01734855512206345
112,Aisén,2021-10-29,0.01940242130470595
112,Aisén,2021-10-30,0.019813660222421883
112,Aisén,2021-10-31,0.03223602047086909
112,Aisén,2021-11-01,0.03078315972959525
112,Aisén,2021-11-02,0.031679900309946475
112,Aisén,2021-11-03,0.036154448750012155
112,Aisén,2021-11-04,0.03903243900811347
112,Aisén,2021-11-05,0.03854330530153349
112,Aisén,2021-11-06,0.06026302094473001
112,Aisén,2021-11-07,0.06349623799569572
112,Aisén,2021-11-08,0.06943253143198916
112,Aisén,2021-11-09,0.07570196791058759
112,Aisén,2021-11-10,0.08043049483537619
112,Aisén,2021-11-11,0.08170171039230603
112,Aisén,2021-11-12,0.09039643828346249
112,Aisén,2021-11-13,0.07804574973891631
112,Aisén,2021-11-14,0.07947091778111831
112,Aisén,2021-11-15,0.07878354209374262
112,Aisén,2021-11-16,0.07471780399590496
112,Aisén,2021-11-17,0.07147329533595653
112,Aisén,2021-11-18,0.0800847524383593
112,Aisén,2021-11-19,0.0808949376235445
112,Aisén,2021-11-20,0.08057182279661287
112,Aisén,2021-11-21,0.08546909943301995
112,Aisén,2021-11-22,0.08868737238813501
112,Aisén,2021-11-23,0.09148693139565417
112,Aisén,2021-11-24,0.09394368611590831
112,Aisén,2021-11-25,0.08161746397469868
112,Aisén,2021-11-26,0.07902156450379921
112,Aisén,2021-11-27,0.07864363555444169
