Region,Codigo region,Comuna,Codigo comuna,Poblacion,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043
Coquimbo,04,Canela,04202,9546.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,6.0,5.0,0.0,4.0,3.0,2.0,11.0,19.0,11.0,8.0,5.0,4.0,14.0,4.0,2.0,2.0,4.0,0.0
Coquimbo,04,Combarbala,04302,13884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,7.0,0.0,1.0,3.0,0.0,1.0,4.0,6.0,9.0,10.0,10.0,6.0,2.0,3.0,2.0,4.0,3.0,5.0,1.0
Coquimbo,04,Coquimbo,04102,256735.0,0,0.0,0.0,0.0,4.0,14.0,3.0,2.0,1.0,6.0,7.0,21.0,84.0,87.0,69.0,149.0,144.0,156.0,179.0,240.0,234.0,340.0,359.0,351.0,336.0,335.0,341.0,342.0,288.0,212.0,184.0,94.0,121.0,84.0,78.0,42.0,13.0
Coquimbo,04,Illapel,04201,32801.0,0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,20.0,14.0,18.0,20.0,41.0,43.0,63.0,9.0,23.0,49.0,20.0,32.0,22.0,12.0,24.0,13.0,11.0,31.0,17.0,6.0,8.0,2.0
Coquimbo,04,La Higuera,04104,4450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,9.0,27.0,9.0,17.0,19.0,3.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Coquimbo,04,La Serena,04101,249656.0,0,0.0,0.0,1.0,0.0,3.0,7.0,4.0,2.0,3.0,6.0,16.0,51.0,51.0,75.0,112.0,115.0,136.0,197.0,187.0,225.0,271.0,272.0,334.0,338.0,291.0,174.0,234.0,181.0,198.0,124.0,53.0,71.0,83.0,69.0,39.0,21.0
Coquimbo,04,Los Vilos,04203,23374.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,6.0,12.0,26.0,11.0,12.0,17.0,21.0,18.0,25.0,30.0,25.0,15.0,28.0,19.0,15.0,19.0,7.0,9.0,3.0,2.0
Coquimbo,04,Monte Patria,04303,32527.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0,25.0,27.0,24.0,45.0,22.0,30.0,24.0,14.0,13.0,10.0,22.0,24.0,49.0,43.0,36.0,27.0,19.0,16.0,17.0,7.0,7.0,5.0,1.0
Coquimbo,04,Ovalle,04301,121269.0,0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,5.0,1.0,13.0,32.0,48.0,58.0,114.0,171.0,180.0,152.0,135.0,90.0,83.0,58.0,82.0,116.0,192.0,221.0,248.0,211.0,173.0,121.0,74.0,93.0,46.0,28.0,30.0,4.0
Coquimbo,04,Paiguano,04105,4675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,4.0,0.0,2.0,5.0,10.0,4.0,1.0,0.0,1.0,0.0
Coquimbo,04,Punitaqui,04304,12165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,4.0,16.0,2.0,7.0,5.0,7.0,5.0,13.0,15.0,5.0,4.0,12.0,18.0,17.0,18.0,14.0,13.0,4.0,8.0,2.0,2.0,8.0,1.0
Coquimbo,04,Rio Hurtado,04305,4372.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0,5.0,1.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
Coquimbo,04,Salamanca,04204,29110.0,0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,15.0,14.0,3.0,6.0,4.0,7.0,11.0,18.0,39.0,24.0,7.0,14.0,11.0,12.0,14.0,9.0,7.0,12.0,1.0,6.0,3.0,3.0
Coquimbo,04,Vicuna,04106,29741.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,5.0,4.0,7.0,2.0,1.0,8.0,11.0,33.0,33.0,22.0,13.0,17.0,15.0,21.0,22.0,36.0,23.0,16.0,13.0,6.0,3.0,3.0,0.0
Coquimbo,04,Desconocido Coquimbo,,,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,10.0,8.0,9.0,17.0,11.0,16.0,10.0,18.0,12.0,2.0,8.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0
Coquimbo,04,Total,,836096.0,0.0,0.0,0.0,2.0,7.0,23.0,20.0,19.0,13.0,18.0,17.0,67.0,198.0,224.0,269.0,491.0,526.0,575.0,618.0,707.0,681.0,876.0,843.0,909.0,959.0,974.0,945.0,1010.0,830.0,770.0,564.0,331.0,409.0,271.0,219.0,157.0,49.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,05,Algarrobo,05602,15174.0,0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,13.0,10.0,7.0,19.0,21.0,6.0,6.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,12.0,10.0,10.0,2.0,3.0,3.0,12.0,2.0,4.0,8.0
Valparaiso,05,Cabildo,05402,20663.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,7.0,7.0,17.0,20.0,40.0,50.0,61.0,39.0,44.0,23.0,11.0,5.0,9.0,20.0,19.0,25.0,26.0,20.0,14.0,6.0,10.0,5.0,5.0,0.0
Valparaiso,05,Calera,05502,53591.0,0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,7.0,2.0,2.0,7.0,19.0,21.0,21.0,52.0,62.0,87.0,87.0,100.0,100.0,106.0,95.0,85.0,146.0,93.0,71.0,97.0,76.0,47.0,40.0,28.0,20.0,26.0,14.0,8.0
Valparaiso,05,Calle Larga,05302,16482.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,8.0,29.0,26.0,27.0,24.0,23.0,41.0,20.0,9.0,8.0,12.0,17.0,7.0,29.0,0.0,10.0,9.0,7.0,7.0,17.0,15.0,11.0,5.0,5.0
Valparaiso,05,Cartagena,05603,25357.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,12.0,7.0,17.0,12.0,19.0,20.0,20.0,15.0,18.0,10.0,16.0,12.0,8.0,5.0,10.0,14.0,6.0,16.0,15.0,18.0,30.0,21.0,7.0,3.0,1.0
Valparaiso,05,Casablanca,05102,29170.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,9.0,14.0,24.0,27.0,18.0,26.0,28.0,26.0,32.0,36.0,57.0,60.0,35.0,18.0,23.0,15.0,27.0,19.0,20.0,8.0,10.0,5.0,2.0
Valparaiso,05,Catemu,05702,15213.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,14.0,15.0,14.0,4.0,19.0,8.0,13.0,8.0,15.0,23.0,29.0,17.0,27.0,36.0,20.0,13.0,7.0,17.0,15.0,12.0,17.0,3.0
