Region,Codigo region,Comuna,Codigo comuna,Poblacion,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040
Arica y Parinacota,15,Arica,15101,247552.0,0,0.0,1.0,2.0,1.0,2.0,23.0,70.0,67.0,53.0,69.0,51.0,45.0,89.0,148.0,195.0,278.0,272.0,294.0,351.0,445.0,683.0,782.0,764.0,590.0,595.0,453.0,463.0,440.0,322.0,347.0,287.0,150.0,0.0
Arica y Parinacota,15,Camarones,15102,1233.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Arica y Parinacota,15,General Lagos,15202,810.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,36.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Arica y Parinacota,15,Putre,15201,2515.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,7.0,10.0,8.0,1.0,9.0,2.0,1.0,1.0,6.0,4.0,2.0,3.0,3.0,0.0
Arica y Parinacota,15,Desconocido Arica y Parinacota,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,9.0,2.0,2.0,0.0,2.0,2.0,5.0,3.0,0.0
Arica y Parinacota,15,Total,,252110.0,0.0,0.0,1.0,2.0,1.0,2.0,23.0,70.0,68.0,53.0,69.0,51.0,45.0,89.0,148.0,195.0,279.0,281.0,294.0,351.0,453.0,705.0,795.0,773.0,622.0,642.0,464.0,468.0,447.0,331.0,351.0,295.0,156.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarapaca,01,Alto Hospicio,01107,129999.0,0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,14.0,24.0,39.0,113.0,140.0,270.0,318.0,319.0,258.0,206.0,162.0,173.0,119.0,111.0,113.0,139.0,179.0,162.0,220.0,155.0,165.0,142.0,101.0,73.0,24.0,0.0
Tarapaca,01,Camina,01402,1375.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,2.0,4.0,7.0,3.0,6.0,2.0,3.0,1.0,3.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Tarapaca,01,Colchane,01403,1583.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,17.0,15.0,15.0,10.0,8.0,3.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tarapaca,01,Huara,01404,3000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,10.0,7.0,8.0,10.0,6.0,9.0,12.0,16.0,21.0,15.0,8.0,3.0,6.0,7.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0
Tarapaca,01,Iquique,01101,223463.0,0,0.0,0.0,0.0,0.0,9.0,7.0,15.0,11.0,20.0,42.0,102.0,257.0,402.0,504.0,462.0,443.0,462.0,422.0,349.0,337.0,289.0,279.0,367.0,322.0,321.0,277.0,263.0,232.0,201.0,188.0,147.0,54.0,0.0
Tarapaca,01,Pica,01405,5958.0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,10.0,0.0,1.0,4.0,1.0,7.0,8.0,10.0,10.0,10.0,14.0,43.0,38.0,24.0,24.0,31.0,34.0,47.0,25.0,29.0,7.0,6.0,7.0,2.0,0.0
Tarapaca,01,Pozo Almonte,01401,17395.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,15.0,38.0,58.0,91.0,105.0,64.0,36.0,76.0,56.0,48.0,43.0,130.0,58.0,43.0,50.0,39.0,27.0,11.0,8.0,4.0,0.0
Tarapaca,01,Desconocido Tarapaca,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,95.0,29.0,25.0,25.0,31.0,25.0,20.0,22.0,15.0,17.0,33.0,34.0,17.0,16.0,13.0,11.0,13.0,10.0,15.0,40.0,49.0,0.0
Tarapaca,01,Total,,382773.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,30.0,40.0,54.0,84.0,232.0,503.0,727.0,904.0,890.0,856.0,833.0,706.0,628.0,619.0,546.0,517.0,629.0,685.0,602.0,619.0,510.0,487.0,387.0,324.0,275.0,133.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antofagasta,02,Antofagasta,02101,425725.0,0,0.0,0.0,1.0,2.0,27.0,32.0,40.0,56.0,109.0,160.0,214.0,313.0,313.0,303.0,353.0,502.0,598.0,709.0,792.0,910.0,759.0,583.0,576.0,671.0,625.0,524.0,439.0,433.0,339.0,288.0,221.0,136.0,0.0
Antofagasta,02,Calama,02201,190336.0,0,0.0,1.0,0.0,2.0,3.0,3.0,8.0,16.0,16.0,39.0,52.0,91.0,233.0,282.0,448.0,807.0,985.0,915.0,745.0,672.0,468.0,348.0,269.0,205.0,196.0,180.0,135.0,151.0,114.0,74.0,59.0,65.0,0.0
Antofagasta,02,Maria Elena,02302,6814.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,16.0,44.0,44.0,30.0,13.0,12.0,11.0,7.0,41.0,29.0,27.0,7.0,14.0,8.0,12.0,7.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0
Antofagasta,02,Mejillones,02102,14776.0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,17.0,30.0,76.0,46.0,51.0,19.0,19.0,10.0,17.0,39.0,50.0,25.0,16.0,10.0,22.0,24.0,9.0,22.0,16.0,13.0,8.0,19.0,17.0,5.0,0.0
Antofagasta,02,Ollague,02202,287.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antofagasta,02,San Pedro de Atacama,02203,10434.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,18.0,21.0,33.0,35.0,35.0,36.0,45.0,20.0,20.0,19.0,18.0,13.0,8.0,9.0,4.0,2.0,14.0,0.0
Antofagasta,02,Sierra Gorda,02103,1746.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,12.0,6.0,8.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,5.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0
Antofagasta,02,Taltal,02104,13657.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,12.0,6.0,9.0,7.0,9.0,12.0,7.0,11.0,21.0,16.0,2.0,10.0,10.0,15.0,9.0,2.0,4.0,2.0,6.0,4.0,0.0
Antofagasta,02,Tocopilla,02301,28079.0,0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,2.0,6.0,8.0,8.0,5.0,6.0,25.0,50.0,61.0,43.0,22.0,20.0,7.0,8.0,8.0,10.0,19.0,14.0,3.0,0.0,4.0,3.0,0.0
Antofagasta,02,Desconocido Antofagasta,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0,10.0,41.0,30.0,27.0,21.0,23.0,21.0,27.0,26.0,14.0,13.0,10.0,4.0,8.0,3.0,4.0,0.0
Antofagasta,02,Total,,691854.0,0.0,0.0,2.0,1.0,4.0,34.0,37.0,63.0,100.0,154.0,253.0,392.0,509.0,654.0,638.0,862.0,1372.0,1682.0,1849.0,1754.0,1754.0,1360.0,1070.0,931.0,984.0,905.0,784.0,648.0,634.0,486.0,399.0,314.0,234.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atacama,03,Alto del Carmen,03302,5729.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,14.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0
Atacama,03,Caldera,03102,19426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,5.0,14.0,7.0,6.0,19.0,20.0,24.0,57.0,33.0,41.0,23.0,2.0,13.0,14.0,4.0,0.0
Atacama,03,Chanaral,03201,13164.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,12.0,2.0,4.0,9.0,5.0,12.0,11.0,10.0,19.0,13.0,22.0,35.0,17.0,7.0,2.0,0.0
Atacama,03,Copiapo,03101,171766.0,0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,12.0,28.0,27.0,14.0,26.0,57.0,114.0,120.0,144.0,152.0,173.0,196.0,301.0,510.0,652.0,638.0,389.0,259.0,149.0,124.0,152.0,88.0,26.0,0.0
Atacama,03,Diego de Almagro,03202,14358.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,6.0,3.0,9.0,4.0,2.0,10.0,6.0,1.0,5.0,1.0,11.0,44.0,19.0,41.0,7.0,13.0,13.0,14.0,0.0
Atacama,03,Freirina,03303,7681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,10.0,23.0,6.0,4.0,7.0,20.0,24.0,16.0,9.0,6.0,7.0,6.0,5.0,0.0
Atacama,03,Huasco,03304,11264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,6.0,3.0,0.0,1.0,9.0,9.0,3.0,10.0,16.0,8.0,22.0,15.0,27.0,13.0,0.0
Atacama,03,Tierra Amarilla,03103,14312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,10.0,2.0,0.0,1.0,10.0,15.0,11.0,5.0,14.0,22.0,23.0,40.0,49.0,49.0,34.0,17.0,21.0,5.0,5.0,3.0,6.0,0.0
